"dat$maleBool";"s_fndly";"s_flirt";"s_awk";"s_assert";"o_fndly";"o_flirt";"o_awk";"o_assert";"o_attrct";"o_sincre";"o_intell";"o_funny";"o_ambits";"o_crteos";"sortOf";"kindOf";"iGuess";"iThink";"aLittle";"maybe";"possibly";"probably";"speeddate";"flirt";"event";"dating";"rating";"work";"program";"phd";"research";"professor";"advisor";"finish";"like";"iMean";"youKnow";"uh";"um";"syll_word";"syll_turn";"hedge";"academics";"funct";"pronoun";"ppron";"i";"we";"you";"shehe";"they";"ipron";"article";"verb";"auxverb";"past";"present";"future";"adverb";"preps";"conj";"negate";"quant";"number";"swear";"social";"family";"friend";"humans";"affect";"posemo";"negemo";"anx";"anger";"sad";"cogmech";"insight";"cause";"discrep";"tentat";"certain";"inhib";"incl";"excl";"percept";"see";"hear";"feel";"bio";"body";"health";"sexual";"ingest";"relativ";"motion";"space";"time";"work.1";"achieve";"leisure";"home";"money";"relig";"death";"assent";"nonfl";"filler";"Other.funct";"Other.pronoun";"Other.ppron";"Other.i";"Other.we";"Other.you";"Other.shehe";"Other.they";"Other.ipron";"Other.article";"Other.verb";"Other.auxverb";"Other.past";"Other.present";"Other.future";"Other.adverb";"Other.preps";"Other.conj";"Other.negate";"Other.quant";"Other.number";"Other.swear";"Other.social";"Other.family";"Other.friend";"Other.humans";"Other.affect";"Other.posemo";"Other.negemo";"Other.anx";"Other.anger";"Other.sad";"Other.cogmech";"Other.insight";"Other.cause";"Other.discrep";"Other.tentat";"Other.certain";"Other.inhib";"Other.incl";"Other.excl";"Other.percept";"Other.see";"Other.hear";"Other.feel";"Other.bio";"Other.body";"Other.health";"Other.sexual";"Other.ingest";"Other.relativ";"Other.motion";"Other.space";"Other.time";"Other.work.1";"Other.achieve";"Other.leisure";"Other.home";"Other.money";"Other.relig";"Other.death";"Other.assent";"Other.nonfl";"Other.filler"
"847";1;9;7;2;8;9;7;2;9;9;9;8;5;9;10;4;0;6;1;4;0;1;0;0;0;0;0;0;3;3;0;0;0;0;0;32;2;15;5;11;1.48689655172414;13.8205128205128;16;6;0;1;1;3;0;0;2;0;0;0;0;0;1;0;2;0;0;0;2;0;1;2;0;1;2;0;1;0;0;3;0;1;10;0;3;0;0;0;0;1;4;1;1;1;0;4;0;0;1;0;12;0;0;0;0;9;1;0;1;0;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;1;0;0;0
"848";1;10;8;1;8;9;6;1;9;8;9;8;7;7;10;4;0;3;0;1;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;26;0;8;0;0;1.50187969924812;10.6533333333333;10;3;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;5;0;0;1;0;1;0;0;2;0;0;5;0;6;1;0;0;0;1;2;0;0;1;0;1;0;0;0;0;6;0;0;0;1;5;3;2;0;0;2;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;3;0;3;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;3;0;0;0;2;3;5;1;0;0;1;1;0;0
"849";1;9;7;1;9;10;4;4;8;8;8;8;7;8;10;2;1;1;1;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;27;0;2;0;0;1.63544303797468;12.4230769230769;6;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;1;0;0;1;0;0;0;0;5;0;5;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;7;0;0;0;0;12;0;1;0;0;3;3;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;2;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;3;0;0;0;1;6;0;0;0;0;1;1;0;0
"850";1;10;9;1;9;9;8;1;8;9;9;9;9;8;10;7;0;3;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;23;4;2;0;3;1.55350553505535;18.304347826087;11;4;0;1;1;1;0;1;2;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;5;1;6;0;0;0;1;0;5;0;0;3;0;0;0;0;0;0;7;0;0;0;0;8;0;1;0;0;4;3;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;2;0;0
"851";1;9;7;1;8;9;6;1;9;7;8;8;7;8;9;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;1;0;0;1.58080808080808;9.78125;6;0;0;1;1;2;1;0;0;1;0;2;0;0;0;0;1;0;0;0;3;0;0;0;0;0;4;0;1;0;0;1;0;1;6;1;8;0;0;0;0;0;4;1;0;3;0;2;0;0;0;0;9;0;0;0;1;10;0;1;1;0;3;3;0;0;0;0;1;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;3;1;2;0;0;0;0;0;5;1;1;2;0;1;0;0;0;0;4;0;0;0;1;4;0;1;2;0;0;0;0;0
"852";1;9;6;2;8;8;5;1;6;9;7;8;6;8;7;5;1;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;27;4;10;0;2;1.48841354723708;14.1525423728814;8;3;0;4;1;1;0;2;4;1;0;0;0;0;1;0;2;1;0;0;2;0;0;0;0;0;1;0;1;0;0;1;0;0;3;1;3;0;0;0;0;0;6;0;1;3;0;1;0;0;0;0;5;0;0;0;0;7;0;0;0;0;3;2;0;0;0;0;2;2;0;1;1;1;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;2;1;0;1;0;0;3;0;2;0;0;0;0;0;5;0;0;4;0;3;0;0;1;0;5;0;0;0;3;4;0;0;0;0;2;1;0;0
"853";1;10;4;1;9;9;3;1;8;10;7;9;8;9;10;2;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;6;0;2;1.49656750572082;14.8636363636364;6;0;0;0;1;1;0;1;2;1;0;0;0;0;0;0;1;0;0;0;4;0;0;1;0;0;1;0;1;1;0;0;0;0;5;1;2;1;0;0;0;0;5;0;1;1;0;0;0;0;0;0;9;0;0;0;1;6;0;0;1;0;1;1;0;0;0;1;1;2;0;1;1;1;0;0;0;0;0;0;1;0;0;0;2;0;0;2;0;0;0;0;1;0;0;1;0;0;3;1;0;1;0;0;1;1;4;0;0;2;0;0;1;0;0;0;5;0;0;0;1;9;0;0;0;0;0;0;0;0
"854";1;9;5;5;5;5;5;3;10;5;8;6;3;10;5;0;3;2;2;2;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;15;1;2;4;16;1.45336225596529;7.20430107526882;11;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2;0;0;2;1;0;0;0;1;0;0;7;0;5;2;0;0;1;1;2;0;0;1;0;2;1;0;0;0;8;0;0;0;2;3;0;0;0;0;2;3;0;0
"855";0;8;6;7;9;7;5;8;6;8;6;6;5;4;7;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;12;1;1;5;4;1.67597765363128;6.25;2;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2;0;0;2;1;0;0;0;1;0;0;7;0;5;2;0;0;1;1;2;0;0;1;0;2;1;0;0;0;8;0;0;0;2;3;0;0;0;0;2;3;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0
"856";1;8;7;3;6;7;7;3;5;8;8;7;6;8;6;0;3;0;3;1;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;10;0;3;9;3;1.43305439330544;5.56910569105691;8;3;1;0;2;3;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;3;0;0;2;1;2;0;0;0;0;0;2;0;4;2;0;0;0;1;2;0;1;1;0;1;1;0;0;0;3;0;0;0;1;4;0;0;1;0;0;2;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;2;0;1;4;0;2;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;5;0;0;0;1;4;0;1;0;0;0;0;0;0
"857";1;8;8;4;5;7;7;4;5;8;8;6;6;5;8;0;1;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;2;3;1;7;1.49187935034803;5.44915254237288;6;1;0;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;1;0;0;4;0;5;0;0;0;1;0;1;0;2;3;0;0;1;0;0;0;4;0;0;0;1;4;0;0;1;0;0;1;0;0;1;1;1;2;0;0;1;2;0;1;0;0;1;0;2;1;0;0;4;0;0;0;0;0;5;1;1;0;0;2;0;0;1;1;7;0;0;0;1;0;2;0;2;3;0;2;1;0;1;0;5;0;0;0;1;3;0;1;1;0;0;1;0;0
"858";1;7;6;4;5;10;6;1;6;9;9;9;5;7;9;0;1;0;0;0;1;0;0;0;0;0;0;0;2;2;3;0;0;0;0;8;2;1;0;3;1.41902313624679;5.75;2;7;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;3;0;0;2;0;0;0;0;0;0;0;4;0;2;1;0;0;1;1;2;0;1;2;0;1;1;0;0;0;6;0;0;0;1;0;1;0;1;0;0;0;0;0;0;3;1;1;0;0;6;2;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;0;0;1;1;1;0;0;0;0;7;0;2;0;0;0;0;0;8;0;1;2;0;4;0;0;0;0;10;0;0;0;1;2;0;2;1;0;2;0;0;0
"859";1;7;5;4;7;9;6;3;6;7;8;9;6;7;9;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;1;0;4;1.92;5.68421052631579;2;2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;4;0;2;1;0;0;0;0;3;1;0;1;0;0;1;0;0;0;5;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;5;1;0;0;0;0;0;1;4;1;7;0;0;0;0;1;4;0;0;4;0;0;1;0;0;0;6;0;0;0;2;2;0;0;0;0;0;2;0;0
"860";1;10;8;4;6;7;4;4;7;6;9;8;6;6;7;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;7;6;1.92537313432836;8.74576271186441;6;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;2;0;0;2;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;2;2;0;1;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;0;3;0;2;0;0;0;0;0;5;1;0;1;0;0;0;0;0;0;5;0;0;0;1;2;0;0;0;0;0;0;0;0
"861";1;6;6;6;5;6;4;4;8;6;7;6;5;9;6;0;3;1;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;22;2;1;0;8;1.48775055679287;6.95833333333333;9;1;1;2;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;3;0;1;0;0;2;0;0;5;0;3;0;0;0;0;0;3;1;0;3;0;1;0;0;1;0;6;0;0;0;1;5;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;5;0;2;0;0;0;1;0;4;0;0;1;0;3;1;0;1;0;6;0;0;0;3;2;0;1;0;0;1;0;0;0
"862";0;5;3;8;6;5;3;7;6;6;5;6;2;7;5;1;1;1;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;5;2;1;1;5;1.85539714867617;9.90217391304348;9;2;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;5;0;2;0;0;0;1;0;4;0;0;1;0;3;1;0;1;0;6;0;0;0;3;2;0;1;0;0;1;0;0;0;1;2;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;3;0;1;0;0;2;0;0;5;0;3;0;0;0;0;0;3;1;0;3;0;1;0;0;1;0;6;0;0;0;1;5;1;0;0;0;0;0;0;0
"863";1;8;5;4;5;10;7;3;5;6;8;7;8;7;10;0;6;0;2;1;1;0;3;0;0;0;0;0;1;0;1;0;0;0;0;17;3;11;6;13;1.41935483870968;9;13;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;1;0;1;0;0;0;0;5;0;6;1;0;0;0;0;1;0;0;2;0;2;1;1;0;0;6;0;0;0;1;3;0;0;0;0;3;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;1;0;0;0;1;0;0;5;0;4;2;0;0;0;0;0;0;0;4;0;3;0;0;1;0;7;0;0;0;0;1;0;1;0;0;1;2;0;0
"864";1;8;8;5;6;10;3;5;6;7;10;9;7;6;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;1;2;1;4;1.44705882352941;8.91304347826087;4;1;1;0;3;3;0;1;1;1;0;1;0;0;0;0;0;2;0;0;1;0;0;1;0;0;2;1;3;0;0;2;0;0;1;0;2;1;0;0;0;0;6;3;0;4;0;3;0;1;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;2;3;0;0;4;0;0;2;1;0;1;1;2;0;0;4;1;4;2;0;0;1;0;5;1;0;4;0;5;0;0;2;0;7;0;0;0;2;7;0;1;0;1;1;1;0;0
"865";1;7;5;2;5;10;6;3;7;7;10;10;6;5;10;0;1;1;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;7;6;1.47435897435897;6.9;7;1;0;1;2;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;1;0;1;0;0;9;0;4;0;0;0;0;0;5;2;0;3;0;4;1;0;0;0;10;0;0;0;1;2;0;0;0;0;1;2;0;0;0;1;1;3;0;0;2;1;0;0;0;0;1;0;0;1;0;0;1;0;0;3;0;1;2;1;1;0;1;3;0;0;8;0;6;2;0;0;1;1;4;1;1;6;0;2;0;0;1;0;9;0;0;0;1;1;0;0;0;0;0;4;0;0
"866";1;9;6;4;6;10;5;5;4;6;7;5;6;6;9;0;1;2;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;14;2;4;8;3;1.44793713163065;6.7;6;2;0;0;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;1;3;1;0;0;0;0;7;0;4;0;0;0;1;0;8;2;1;4;0;2;0;0;0;0;8;0;0;0;2;3;0;0;1;0;3;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;1;0;0;0;0;3;0;5;1;0;0;0;0;2;1;0;1;0;3;0;0;0;0;4;0;0;0;0;1;1;1;0;0;0;3;0;0
"867";1;7;7;4;7;10;6;1;5;10;10;7;10;7;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;2;3;1;1.52864583333333;5.98979591836735;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;3;0;0;0;1;1;0;0;3;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"868";0;7;7;7;7;7;7;7;7;8;7;8;7;8;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;2.3531746031746;6.2421052631579;1;0;0;0;1;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;3;0;0;0;1;1;0;0;3;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
"869";1;10;5;2;8;7;5;2;7;4;9;9;4;9;8;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;12;0;1;1;0;1.4438202247191;7.20560747663551;6;2;1;0;1;2;0;0;1;2;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;1;1;0;0;2;0;0;3;0;5;0;0;0;0;0;4;0;1;2;0;3;1;0;1;0;4;0;0;0;3;0;0;1;1;0;0;1;0;0;0;2;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;5;0;5;0;0;0;1;0;3;0;1;1;0;2;1;0;1;0;5;0;0;0;1;4;0;1;1;0;0;2;0;0
"870";1;8;5;5;6;9;5;2;7;7;8;8;6;6;8;0;1;0;0;1;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;15;3;1;0;0;1.43627450980392;6.51111111111111;5;2;0;3;0;3;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;2;6;0;2;1;0;0;1;0;1;0;1;5;0;1;1;0;0;0;6;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;4;0;4;0;0;0;2;0;3;0;1;6;0;1;0;0;1;0;4;0;0;0;1;1;0;1;1;0;0;0;0;0
"871";1;9;5;5;5;9;5;5;6;5;10;8;3;6;8;0;1;1;3;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;5;1;1;2;1;1.49822064056939;7.25862068965517;8;1;0;0;2;2;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;3;0;0;0;0;0;0;2;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;5;0;0;0;1;5;0;0;0;0;1;0;0;0
"872";1;9;7;3;5;7;7;3;5;5;8;7;7;5;7;0;0;0;2;0;2;0;1;0;0;0;3;0;1;1;0;1;0;0;0;17;1;2;0;4;1.53846153846154;10.9677419354839;5;3;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;2;2;0;0;1;1;1;0;0;1;0;0;3;0;2;1;0;0;1;1;4;1;1;6;0;0;1;0;1;0;4;0;0;0;1;6;0;0;1;0;1;1;0;0;0;1;1;1;0;2;1;1;0;0;0;0;1;0;0;1;0;0;2;0;0;1;1;0;0;1;1;1;0;1;0;0;2;0;2;0;0;0;0;1;3;0;0;3;0;0;0;0;0;0;4;0;0;0;0;2;0;1;0;0;0;1;0;0
"873";1;6;6;5;5;8;7;4;6;6;6;6;6;5;7;1;2;1;2;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;2;0;5;1.46445497630332;7.27058823529412;9;0;0;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;3;0;5;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;3;0;0;0;1;4;0;0;0;0;0;3;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;2;1;0;0;0;0;0;1;2;0;6;0;0;0;0;0;4;0;1;3;0;0;0;0;0;0;3;0;0;0;1;6;0;1;0;0;2;3;0;0
"874";1;7;6;4;5;9;6;3;6;8;9;9;6;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;19;0;0;3;12;1.40241448692153;10.4029850746269;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;2;0;0;1;0;0;2;0;0;2;0;1;0;0;2;0;0;1;0;3;1;0;0;1;0;3;1;0;3;0;2;0;2;1;0;2;0;0;0;2;4;1;0;0;0;1;1;0;0;0;0;2;2;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1;0;5;0;0;4;0;1;0;0;0;0;2;0;0;0;2;3;1;0;0;0;1;0;0;0
"875";1;6;7;5;5;8;5;4;6;7;7;10;6;6;7;0;2;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;0;9;1.43271221532091;8.87179487179487;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;0;0;3;1;4;0;0;0;0;1;3;0;1;0;0;1;1;0;0;0;3;0;0;0;2;2;1;0;0;0;3;2;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;4;0;1;0;0;0;0;0;4;1;0;2;0;2;0;0;0;0;5;0;0;0;2;4;1;1;0;0;2;0;0;0
"876";1;10;1;1;1;7;1;1;1;5;5;6;3;6;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;1;0;1.4906103286385;6.16504854368932;1;1;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;5;1;0;2;0;2;0;0;3;1;5;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;2;1;1;4;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;0;1;0;0;1;0;1;2;0;4;1;0;0;0;1;8;0;0;3;0;0;0;0;0;0;3;0;0;0;4;4;0;1;0;0;2;1;0;0
"877";0;7;2;5;6;7;3;5;4;5;4;6;3;5;6;0;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;5;9;5;1.6768149882904;6.95145631067961;7;0;0;2;1;2;1;1;4;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;0;1;0;0;1;0;1;2;0;4;1;0;0;0;1;8;0;0;3;0;0;0;0;0;0;3;0;0;0;4;4;0;1;0;0;2;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;5;1;0;2;0;2;0;0;3;1;5;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;0;0
"878";1;10;1;1;1;10;1;1;1;5;8;8;7;7;10;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;8;0;1;1;0;1.42268041237113;6;3;2;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;2;0;0;1;0;3;1;0;0;0;1;2;0;1;2;0;2;0;0;1;0;1;0;0;0;1;2;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;2;1;0;0;0;0;1;0;1;1;0;3;0;0;2;0;3;0;0;0;1;2;0;1;1;0;1;1;0;0
"879";1;10;3;1;1;10;1;1;1;8;8;7;7;7;10;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;1;0;8;1;1.44421906693712;5.5625;2;1;0;2;0;0;1;0;3;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;5;1;0;1;0;3;0;1;1;0;12;0;0;0;1;1;4;1;1;3;0;0;0;0;2;0;2;0;0;0;2;3;0;2;0;0;1;4;0;0;0;2;3;3;0;2;0;0;0;1;0;1;2;0;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;3;0;0;5;0;3;0;0;0;0;0;3;0;0;3;0;2;0;0;1;0;6;0;0;0;1;4;0;1;0;0;2;1;0;0
"880";1;10;1;1;1;10;2;1;1;10;7;7;8;7;7;0;2;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;6;0;0;1;0;1.39746835443038;5.46534653465347;4;2;0;1;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6;0;2;0;0;0;0;0;3;0;2;2;0;0;0;0;1;0;6;0;0;0;1;6;0;0;1;0;2;2;0;0;0;1;2;2;0;0;0;1;0;1;0;1;0;0;0;1;0;0;4;0;0;2;1;0;0;0;2;2;0;1;0;0;4;0;2;2;0;0;1;0;3;0;1;4;0;2;0;0;0;0;8;0;0;0;2;8;0;1;1;0;2;1;0;0
"881";1;10;4;1;1;10;1;1;1;10;10;10;9;9;10;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;1;0;1.66371681415929;5.22222222222222;2;3;0;3;1;1;2;0;2;2;0;0;0;0;3;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;5;0;0;3;0;3;0;0;0;0;1;3;0;1;4;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;1;0;2;1;0;0;0;0;0;0;8;0;4;2;0;0;1;0;3;0;1;3;0;2;0;0;0;0;10;0;0;0;1;2;0;1;0;0;1;1;0;0
"882";1;10;1;1;1;10;1;1;1;7;9;8;8;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;0;1;0;1;1.69655172413793;5.85714285714286;0;4;0;1;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;4;0;1;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;0;0;1;1;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;1;0;0;0;3;0;0;1;0;0;1;0;0;1;0;0;0;0;4;0;1;0;0;0;1;0;4;0;1;4;0;3;1;0;0;0;7;0;0;0;1;2;1;0;0;0;1;0;0;0
