"dat$maleBool";"s_fndly";"s_flirt";"s_awk";"s_assert";"o_fndly";"o_flirt";"o_awk";"o_assert";"o_attrct";"o_sincre";"o_intell";"o_funny";"o_ambits";"o_crteos";"sortOf";"kindOf";"iGuess";"iThink";"aLittle";"maybe";"possibly";"probably";"speeddate";"flirt";"event";"dating";"rating";"work";"program";"phd";"research";"professor";"advisor";"finish";"like";"iMean";"youKnow";"uh";"um";"syll_word";"syll_turn";"hedge";"academics";"funct";"pronoun";"ppron";"i";"we";"you";"shehe";"they";"ipron";"article";"verb";"auxverb";"past";"present";"future";"adverb";"preps";"conj";"negate";"quant";"number";"swear";"social";"family";"friend";"humans";"affect";"posemo";"negemo";"anx";"anger";"sad";"cogmech";"insight";"cause";"discrep";"tentat";"certain";"inhib";"incl";"excl";"percept";"see";"hear";"feel";"bio";"body";"health";"sexual";"ingest";"relativ";"motion";"space";"time";"work.1";"achieve";"leisure";"home";"money";"relig";"death";"assent";"nonfl";"filler";"Other.funct";"Other.pronoun";"Other.ppron";"Other.i";"Other.we";"Other.you";"Other.shehe";"Other.they";"Other.ipron";"Other.article";"Other.verb";"Other.auxverb";"Other.past";"Other.present";"Other.future";"Other.adverb";"Other.preps";"Other.conj";"Other.negate";"Other.quant";"Other.number";"Other.swear";"Other.social";"Other.family";"Other.friend";"Other.humans";"Other.affect";"Other.posemo";"Other.negemo";"Other.anx";"Other.anger";"Other.sad";"Other.cogmech";"Other.insight";"Other.cause";"Other.discrep";"Other.tentat";"Other.certain";"Other.inhib";"Other.incl";"Other.excl";"Other.percept";"Other.see";"Other.hear";"Other.feel";"Other.bio";"Other.body";"Other.health";"Other.sexual";"Other.ingest";"Other.relativ";"Other.motion";"Other.space";"Other.time";"Other.work.1";"Other.achieve";"Other.leisure";"Other.home";"Other.money";"Other.relig";"Other.death";"Other.assent";"Other.nonfl";"Other.filler"
"883";1;10;4;1;1;9;1;1;1;10;9;9;8;9;9;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;3;0;1.46489104116223;5.70754716981132;3;0;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;2;0;0;6;0;4;0;0;0;0;0;1;0;0;2;0;2;0;0;1;0;7;0;0;0;0;3;0;1;0;0;0;3;0;0;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;1;3;0;5;0;0;0;0;0;1;0;1;1;0;3;0;0;1;0;3;0;0;0;1;2;0;1;1;0;0;1;0;0
"884";0;6;5;4;4;7;5;4;4;5;5;7;5;5;5;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;9;1;5;1.84827586206897;7.58490566037736;4;0;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;1;3;0;5;0;0;0;0;0;1;0;1;1;0;3;0;0;1;0;3;0;0;0;1;2;0;1;1;0;0;1;0;0;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;2;0;0;6;0;4;0;0;0;0;0;1;0;0;2;0;2;0;0;1;0;7;0;0;0;0;3;0;1;0;0;0;3;0;0
"885";1;10;1;1;1;8;1;2;1;8;7;8;7;9;8;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;1;0;0;0;1.72608695652174;6.3015873015873;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;2;0;0;1;0;3;0;0;0;0;1;1;0;0;1;0;2;0;0;1;0;2;0;0;0;0;1;0;2;0;0;0;1;0;0;1;3;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;4;0;0;1;1;0;2;1;0;1;0;1;0;0;5;0;5;1;0;0;1;0;1;0;0;4;0;2;1;0;1;0;9;0;0;0;1;5;0;1;1;0;0;2;0;0
"886";1;10;1;1;1;10;1;1;1;7;7;9;7;7;7;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;2;0;0;0;1;1.47228915662651;6.5;3;4;0;0;2;2;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;5;0;3;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;5;0;0;0;1;3;0;0;0;0;0;3;0;0;1;1;1;1;1;0;3;1;0;1;0;0;1;0;1;0;0;0;3;0;0;2;1;0;1;1;1;0;0;2;0;0;6;0;5;2;0;0;1;0;6;1;0;6;0;5;0;0;1;0;9;0;0;0;2;3;0;3;0;0;2;1;0;0
"887";1;10;1;1;1;8;1;1;1;7;6;7;6;7;7;0;2;1;0;1;1;0;0;0;0;0;0;0;3;1;1;0;0;0;0;5;0;2;0;0;1.52806652806653;5.83333333333333;5;5;0;1;1;2;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;2;0;1;3;0;5;0;0;0;0;1;2;0;0;3;0;2;0;0;0;0;3;0;0;0;2;4;1;1;0;0;1;2;0;0;0;0;1;1;0;1;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;1;0;0;0;0;0;5;0;2;3;0;1;0;0;0;0;6;0;0;0;2;4;0;0;1;0;1;1;0;0
"888";1;10;1;1;1;8;1;1;1;7;6;6;6;6;6;0;2;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;1;1;1;2;1.54859611231102;6.63888888888889;5;2;1;0;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;2;0;0;1;0;6;0;0;0;0;1;5;0;1;2;0;2;1;0;1;0;2;0;0;0;2;5;0;2;0;0;1;3;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;1;2;0;4;1;0;0;0;0;1;0;2;2;0;2;1;0;1;0;3;0;0;0;1;8;0;1;1;0;0;1;0;0
"889";1;10;3;1;1;10;1;1;1;5;9;8;7;8;9;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;7;1;0;1;1;1.55890410958904;6.77380952380952;3;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;0;0;5;0;3;1;0;0;0;1;1;0;0;2;0;1;0;0;0;0;5;0;0;0;0;2;0;2;0;0;0;0;0;0
"890";0;9;8;8;8;9;8;8;8;8;8;8;6;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.85496183206107;4.61728395061728;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;0;0;5;0;3;1;0;0;0;1;1;0;0;2;0;1;0;0;0;0;5;0;0;0;0;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0
"891";1;10;7;1;4;10;1;1;1;7;10;9;8;8;10;0;2;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;4;0;1.51294117647059;6.56122448979592;6;1;1;2;1;3;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;0;0;1;1;0;0;2;0;0;7;0;3;1;0;0;0;2;3;0;0;1;0;3;2;0;1;0;7;0;0;0;2;2;0;2;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;2;0;5;1;0;0;0;0;1;0;0;1;0;4;0;0;1;0;2;0;0;0;1;2;0;2;0;0;0;1;0;0
"892";1;10;1;1;3;10;1;1;3;10;10;8;8;8;10;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;1.46052631578947;6.52941176470588;3;0;0;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;4;0;5;0;0;0;0;1;4;0;0;4;0;1;0;0;0;0;4;0;0;0;2;6;0;2;0;0;3;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;1;1;0;2;0;0;2;0;5;0;0;4;0;4;0;0;0;1;1;3;0;0;5;0;3;0;0;3;0;6;0;0;0;3;3;0;1;0;0;1;1;0;0
"893";1;10;1;1;1;7;1;3;1;6;5;5;5;5;5;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;2;0;0;1.5042492917847;10.62;6;0;1;0;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;2;0;0;4;0;4;2;0;0;0;0;2;0;0;0;0;5;0;0;1;0;4;0;0;0;2;1;0;1;0;0;0;2;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;1;0;0;2;0;3;1;0;0;0;1;1;0;0;0;0;3;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0
"894";1;10;1;3;1;10;1;2;1;7;10;8;7;7;10;0;3;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;1;1.4572564612326;11.453125;4;3;0;1;0;0;1;0;2;2;0;0;0;0;1;0;1;0;0;0;3;0;0;1;1;0;1;0;0;1;0;2;0;0;3;0;3;0;0;0;0;1;7;2;1;4;0;0;0;1;0;0;6;0;0;0;4;5;0;1;1;0;2;0;0;0;0;1;1;1;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2;0;0;1;1;1;0;0;1;0;0;4;0;4;2;0;0;1;0;3;0;1;2;0;1;0;0;0;0;5;0;0;0;1;8;0;1;0;0;1;2;0;0
"895";1;10;1;3;1;9;1;1;1;10;8;10;8;9;10;0;1;2;0;0;1;0;0;0;0;0;0;0;4;0;1;0;0;0;1;3;1;1;0;0;1.44400785854617;8.44827586206897;4;5;0;1;0;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;2;1;6;0;0;0;0;0;6;0;1;2;0;0;1;0;0;0;2;0;0;0;1;4;0;0;1;0;2;4;0;0;0;2;1;2;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;2;0;5;0;0;0;0;0;2;0;1;2;0;2;1;0;0;0;3;0;0;0;1;2;0;0;1;0;1;4;0;0
"896";1;10;1;1;1;10;1;1;1;6;6;9;7;9;8;0;1;1;0;0;0;0;0;0;0;0;0;0;5;2;0;1;0;0;0;5;1;2;1;2;1.43355119825708;7.15217391304348;2;8;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;5;0;0;0;0;1;2;0;1;2;0;0;0;0;0;0;1;0;0;0;2;3;0;1;1;0;1;2;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;4;0;1;0;0;0;1;0;5;1;1;3;0;0;0;0;0;0;4;0;0;0;2;4;0;0;0;0;2;0;0;0
"898";1;7;3;4;7;7;3;4;3;8;8;6;5;4;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;4;0;1.634375;5.39175257731959;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;3;0;1;2;0;0;0;0;3;0;1;0;0;0;0;0;0;0;4;0;0;0;2;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;5;0;2;0;0;0;1;0;1;0;0;4;0;1;0;0;0;0;5;0;0;0;1;4;1;0;0;0;0;1;0;0
"899";1;8;4;5;6;7;4;4;5;7;6;6;5;5;6;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;4;0;1.60472972972973;3.76984126984127;2;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;1;0;0;0;0;0;1;1;1;2;0;2;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;2;0;1;1;0;2;0;0;5;0;6;0;0;0;1;0;2;0;1;5;0;2;0;0;0;0;7;0;0;0;1;8;0;2;0;0;1;2;0;0
"900";1;7;3;5;6;7;3;4;6;6;5;8;5;7;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1.61165048543689;3.77272727272727;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;5;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3;0;0;0;0;3;0;1;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;4;0;0;0;0;0;5;1;0;1;0;1;0;0;4;0;8;0;0;0;0;0;1;0;1;0;0;4;0;0;0;0;8;0;0;0;1;4;0;2;2;0;0;1;0;0
"901";1;8;4;5;7;8;4;5;7;9;8;8;6;7;7;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;1.91592920353982;4.92045454545455;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;0;0;1;0;0;1;0;0;1;0;0;0;0;5;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;8;0;0;0;1;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;2;0;0;0;1;0;5;1;0;1;0;1;0;0;3;0;6;0;0;0;0;0;1;0;1;4;0;1;0;0;1;0;5;0;0;0;1;1;0;0;1;0;0;1;0;0
"902";1;8;4;6;6;8;4;5;5;6;7;6;4;7;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;1;0;2.12650602409639;4.46835443037975;2;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;1;0;3;0;0;2;0;0;0;0;1;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;0;0;0;0;1;0;1;1;0;0;3;0;0;1;0;0;3;0;0;1;0;2;0;0;6;0;4;0;0;0;2;0;5;1;1;3;0;3;0;0;0;0;9;0;0;0;1;2;1;1;1;0;0;0;0;0
"903";1;8;4;5;5;8;4;5;9;8;8;8;8;6;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1.60294117647059;4.61864406779661;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;2;0;1;1;0;0;0;2;0;0;4;0;4;0;0;0;0;1;1;0;1;4;0;3;0;0;0;0;4;0;0;0;1;2;1;1;0;0;0;2;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;3;0;3;0;0;0;1;0;2;0;1;4;0;4;0;0;1;0;3;0;0;0;1;2;1;2;0;0;2;1;0;0
"904";0;6;3;8;6;7;3;8;5;5;6;7;5;5;5;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;5;7;1.73516949152542;6.76859504132231;6;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;3;0;3;0;0;0;1;0;2;0;1;4;0;4;0;0;1;0;3;0;0;0;1;2;1;2;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;2;0;1;1;0;0;0;2;0;0;4;0;4;0;0;0;0;1;1;0;1;4;0;3;0;0;0;0;4;0;0;0;1;2;1;1;0;0;0;2;0;0
"905";1;8;4;5;6;8;5;5;5;6;7;6;5;5;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1.74226804123711;3.55789473684211;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;3;0;4;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;2;0;0;0;1;0;1;0;1;4;1;0;1;0;0;0;0;1;0;0;0;3;0;0;1;0;1;2;0;0;2;0;0;0;0;4;0;5;0;0;0;1;0;6;0;1;3;0;1;0;0;0;0;7;0;0;0;1;4;1;1;0;0;1;2;0;0
"906";1;8;4;5;6;7;3;3;7;7;7;9;4;8;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1.61682242990654;5.24242424242424;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;3;0;0;0;0;1;1;0;0;1;0;1;2;0;0;5;1;0;1;0;0;1;0;1;0;0;0;4;1;0;2;0;1;1;1;0;0;0;2;0;0;8;1;6;2;0;0;1;0;7;0;0;6;0;1;0;0;0;1;12;0;0;0;0;10;0;2;0;0;3;3;0;0
"907";1;8;4;5;5;8;4;8;7;4;8;8;5;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;3;0;1.56538461538462;4.11111111111111;0;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;1;0;0;3;0;0;5;0;8;0;0;0;1;0;2;0;1;5;0;1;0;0;1;0;6;0;0;0;1;1;0;1;1;0;0;5;0;0
"908";1;8;4;5;5;7;3;5;3;7;7;6;5;5;6;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;2;6;0;1.52254641909814;4.94827586206897;3;1;1;0;1;3;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;1;1;0;1;3;0;1;7;1;6;1;0;0;1;0;3;0;0;2;0;6;0;0;1;0;7;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;2;0;1;1;0;1;0;0;3;0;4;1;0;0;0;0;2;0;0;2;0;2;0;0;0;0;5;0;0;0;0;8;0;0;0;0;1;2;0;0
"909";1;8;4;6;6;8;4;5;7;7;7;8;6;7;7;0;0;0;1;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;1.74007220216607;5.6046511627907;2;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;2;0;3;1;0;0;0;0;3;0;0;1;0;1;0;0;1;0;2;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;3;0;0;0;5;0;1;1;0;0;1;0;1;1;0;1;0;0;4;0;2;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;9;0;0;0;0;5;0;0;0;0;1;1;0;0
"910";0;10;9;8;9;10;10;9;9;8;9;10;9;9;9;0;0;0;1;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;4;0;1;2;2;2.19891008174387;9.49411764705882;3;2;0;0;1;1;0;0;0;1;0;1;0;0;0;0;3;0;0;0;5;0;1;1;0;0;1;0;1;1;0;1;0;0;4;0;2;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;9;0;0;0;0;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;2;0;3;1;0;0;0;0;3;0;0;1;0;1;0;0;1;0;2;0;0;0;1;3;0;0;0;0;0;1;0;0
"911";1;8;4;6;6;8;5;3;5;3;9;7;4;5;8;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;6;0;2;0;0;1.50877192982456;8.6;3;5;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;3;0;3;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;3;0;0;0;0;5;0;1;0;0;2;0;0;0;0;0;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;2;0;0;1;0;0;5;0;4;1;0;0;0;0;4;1;0;3;0;0;0;0;1;0;6;0;0;0;2;1;0;0;0;0;0;2;0;0
"912";1;8;4;5;6;8;4;5;6;8;5;5;4;4;5;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1.58630136986301;7.42307692307692;4;0;0;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;4;1;2;0;0;0;1;0;6;0;1;1;0;3;0;0;0;0;4;0;0;0;3;4;0;0;0;0;1;1;0;0;0;1;1;1;0;1;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;2;1;1;0;0;1;0;0;4;0;2;0;0;0;2;0;4;0;0;3;0;2;0;0;0;0;4;0;0;0;0;3;1;0;0;0;1;0;0;0
"913";1;8;3;6;7;6;3;5;4;3;9;6;5;4;9;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;2;0;0;0;2;0;0;0;0;1.6605504587156;7.43835616438356;2;5;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;1;0;0;4;0;4;2;0;0;0;0;4;0;0;0;0;1;0;0;0;0;4;0;0;0;1;6;0;2;0;0;2;2;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;2;0;0;0;0;0;2;0;0;3;0;1;0;0;0;0;4;0;0;0;1;3;0;2;0;0;0;0;0;0
"914";1;8;3;7;6;8;3;6;6;6;7;6;5;5;7;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;3;0;0;0;1;1.50953678474114;10.6538461538462;3;4;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;3;0;0;3;1;1;0;0;0;0;0;6;0;7;2;0;0;0;1;3;1;0;3;0;1;0;0;0;0;7;0;0;0;2;4;0;3;0;0;1;1;0;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;0;3;0;0;0;0;1;3;0;0;1;0;1;0;0;0;0;4;0;0;0;0;3;0;2;0;0;0;0;0;0
"915";1;8;3;6;6;7;4;5;6;7;7;6;6;5;6;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1.4368932038835;5.84210526315789;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;1;0;0;0;0;0;0;6;0;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;2;0;1;1;0;1;0;0;3;0;4;1;0;0;0;0;2;0;1;1;0;1;1;0;0;0;5;0;0;0;1;4;0;0;1;0;1;2;0;0
"916";1;7;4;5;5;7;5;5;6;7;7;6;6;6;6;3;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0;0;0;6;0;1;4;0;1.52920962199313;5.77922077922078;5;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;0;0;0;0;0;5;1;0;2;0;1;0;0;0;0;6;0;0;0;2;3;0;0;0;0;2;3;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;0;1;0;0;8;0;2;0;0;0;0;1;3;0;0;3;0;3;0;0;1;0;9;0;0;0;2;12;0;1;0;0;2;0;0;0
"917";1;7;4;5;6;7;4;5;5;8;8;7;6;7;8;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;7;1;1;2;0;1.44846796657382;7.76119402985075;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;3;0;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;2;0;1;0;0;1;3;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;1;1;0;0;0;0;4;0;4;1;0;0;1;0;2;0;1;4;0;1;0;0;0;0;5;0;0;0;1;3;0;0;1;0;0;2;0;0
"918";1;10;5;5;8;7;2;8;4;6;6;9;6;8;8;0;1;2;0;0;0;0;2;0;0;0;0;0;3;0;3;0;0;0;1;9;1;1;1;0;1.5495867768595;6.81818181818182;5;6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;3;0;0;0;1;0;2;0;2;6;0;0;0;0;0;0;5;0;0;0;1;0;0;0;2;0;0;2;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;1;0;0;0;0;0;3;0;4;2;0;0;1;1;2;0;1;1;0;0;0;0;0;0;3;0;0;0;1;4;0;0;1;0;0;2;0;0
"919";1;9;9;5;9;10;6;7;3;9;9;9;6;7;10;1;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;10;2;9;1;2;1.53772070626003;7.484375;4;2;1;1;0;0;0;0;1;2;0;2;0;0;0;0;0;1;0;0;4;0;0;1;1;0;1;0;0;0;0;1;0;0;5;0;1;1;0;0;1;0;2;0;1;7;0;0;0;0;1;0;9;0;0;0;1;5;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;4;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;5;0;0;0;0;5;0;0;1;0;0;0;0;0
