selfid,otherid,Order,Audio,met,willng,timemtch,s_fndly,s_flirt,s_awk,s_assert,o_fndly,o_flirt,o_awk,o_assert,o_attrct,o_sincre,o_intell,o_funny,o_ambits,o_crteos,enjoy,shared,clicked
208,234,6,1,1,1,5,7,8,2,7,8,8,5,5,8,6,9,9,7,8,9,8,8
208,235,7,1,1,1,5,4,7,4,4,4,8,7,5,8,4,6,7,6,4,7,4,6
208,236,8,1,1,0,2,9,6,7,9,10,1,10,1,4,6,8,9,9,10,2,2,2
208,237,9,1,1,0,1,9,3,7,7,4,1,9,1,2,5,5,2,2,5,1,3,3
208,238,10,1,1,0,2,6,6,8,3,4,2,8,4,5,2,5,3,5,3,4,3,2
208,239,11,1,1,1,4,7,5,5,5,8,7,7,6,8,8,8,8,8,7,5,4,6
208,240,12,1,1,0,2,5,5,4,7,7,7,7,7,5,5,5,4,6,5,4,2,1
209,221,12,1,1,1,5,6,6,6,6,5,3,3,5,6,5,6,4,6,5,5,2,4
209,222,13,1,1,1,2,5,5,5,5,5,2,3,5,5,6,5,5,6,5,4,2,1
209,223,14,1,1,1,2,5,5,4,5,6,6,5,6,6,5,6,5,6,6,5,4,4
209,224,15,1,1,1,2,4,4,4,4,6,6,6,7,6,6,5,5,6,7,6,5,4
209,226,16,1,2,1,1,5,6,4,6,6,8,3,7,8,7,8,7,6,6,7,6,6
209,227,17,1,1,1,1,5,5,5,5,6,6,6,6,7,6,6,6,6,6,6,6,6
209,228,18,1,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,7,6,5,5,4
209,229,19,1,1,0,2,4,2,4,5,6,4,5,5,5,5,5,5,6,5,6,3,4
209,230,1,1,1,1,1,4,2,6,5,7,2,2,6,7,7,7,5,7,7,5,5,5
209,231,2,1,1,0,2,5,2,5,5,7,3,5,7,4,7,7,5,5,5,3,3,2
209,232,3,1,1,1,2,5,5,6,6,6,4,4,4,7,6,7,6,5,6,5,2,2
209,233,4,1,1,1,2,6,7,4,7,7,7,7,7,8,7,8,7,8,7,6,6,6
209,234,5,1,1,0,2,5,5,5,5,7,4,4,7,4,7,7,7,7,7,3,5,3
209,235,6,1,1,1,2,5,5,5,5,6,4,4,6,7,6,7,6,6,6,5,5,5
209,236,7,1,1,0,2,5,2,5,5,5,3,5,5,3,6,6,5,5,6,3,3,3
209,237,8,1,1,0,1,7,3,4,5,7,2,5,6,2,7,6,5,4,6,2,2,2
209,238,9,1,1,1,1,2,1,4,5,2,1,4,5,4,5,5,4,6,5,2,3,3
209,239,10,1,1,1,1,5,6,6,6,5,5,5,5,8,6,6,6,7,6,6,5,7
209,240,11,1,1,0,4,6,6,5,5,5,6,5,6,4,7,6,6,5,7,4,2,4
210,221,11,0,1,0,2,8,1,.,.,7,2,.,.,5,6,7,4,6,6,2,2,.
210,222,12,0,1,1,2,8,4,.,.,8,3,.,.,8,7,7,7,6,8,5,3,.
210,223,13,0,1,1,2,8,4,.,.,8,3,.,.,7,8,8,8,6,8,5,4,.
210,224,14,0,1,1,2,8,3,.,.,8,2,.,.,7,7,7,7,7,7,5,2,.
210,226,15,0,1,1,1,8,6,.,.,9,3,.,.,9,8,9,8,7,8,8,7,.
210,227,16,0,1,0,1,8,2,.,.,8,2,.,.,5,7,6,5,6,8,3,2,.
210,228,17,0,1,0,2,8,2,.,.,8,2,.,.,6,7,7,6,7,8,4,3,.
210,229,18,0,1,0,1,7,2,.,.,8,6,.,.,4,6,7,7,8,7,3,2,.
210,230,19,0,1,1,2,8,3,.,.,8,3,.,.,8,8,8,7,7,8,6,3,.
210,231,1,1,1,0,2,7,1,3,.,7,1,1,.,5,7,7,5,5,7,3,3,2
210,232,2,1,1,0,3,8,2,.,.,8,2,.,.,7,7,6,4,5,7,4,2,.
210,233,3,1,1,1,2,8,4,.,.,8,2,.,.,9,7,7,7,7,8,7,3,.
210,234,4,1,1,1,3,9,3,.,.,9,3,.,.,7,8,8,9,5,8,6,2,.
210,235,5,1,1,1,2,8,5,.,.,9,4,.,.,9,7,7,7,6,7,7,3,.
210,236,6,1,1,0,1,8,1,.,.,8,3,.,.,4,8,6,4,4,8,2,2,.
210,237,7,1,1,0,1,8,1,.,.,8,3,.,.,4,7,5,5,5,7,2,2,.
210,238,8,1,1,0,3,8,3,.,.,7,2,.,.,7,6,6,4,5,6,3,2,.
210,239,9,1,1,1,3,8,3,.,.,9,3,.,.,7,7,7,7,7,7,5,3,.
210,240,10,0,1,0,2,8,2,.,.,8,2,.,.,6,7,6,6,6,7,3,3,.
211,221,10,1,1,1,2,10,5,3,4,9,2,6,3,8,2,5,3,4,7,7,1,5
211,222,11,1,1,0,2,9,3,2,2,9,5,5,2,6,2,2,3,1,1,4,7,4
211,223,12,1,1,1,3,10,5,4,3,9,3,2,2,9,5,8,2,7,3,6,4,6
211,224,13,1,1,0,2,10,5,5,2,4,2,3,1,6,2,3,2,5,5,6,5,2
211,226,14,1,1,0,3,10,3,1,2,3,8,1,10,8,3,2,1,10,2,6,2,2
211,227,15,1,1,0,2,10,1,10,2,10,1,7,2,4,2,9,3,2,1,2,2,2
211,228,16,1,1,0,2,10,2,1,3,9,3,2,6,7,2,9,6,3,4,5,2,3
211,229,17,1,1,1,4,10,5,1,5,10,6,1,5,8,3,9,8,7,4,8,8,7
211,230,18,1,1,1,3,10,5,2,1,10,3,1,1,9,9,5,6,7,1,7,2,6
211,231,19,1,1,0,2,10,1,2,6,10,1,3,4,5,9,4,5,3,8,1,1,1
211,232,1,1,1,1,2,10,4,3,4,10,4,1,3,8,5,7,4,9,3,8,7,6
211,233,2,1,1,1,3,10,7,1,4,10,7,1,5,7,10,9,10,6,4,8,7,7
211,234,3,1,1,1,2,10,2,2,4,10,3,4,3,8,1,10,3,9,3,8,2,3
211,235,4,1,1,1,4,10,3,1,2,10,5,2,2,8,2,9,3,3,4,7,3,3
211,236,5,1,1,0,2,10,1,8,3,10,5,2,3,2,7,6,3,2,5,2,2,3
211,237,6,1,1,0,2,7,3,1,2,9,2,2,2,3,2,8,2,3,1,4,3,1
211,238,7,1,1,1,2,10,5,1,2,10,3,1,3,9,2,9,8,8,3,6,2,5
211,239,8,1,1,0,2,9,1,2,3,9,3,1,4,3,8,2,2,4,2,2,1,1
211,240,9,1,1,0,3,10,2,3,2,10,2,3,2,5,3,7,2,4,2,5,2,2
212,221,9,1,1,1,3,9,6,1,8,9,7,1,9,8,8,9,8,8,9,8,7,7
212,222,10,1,1,1,2,9,8,1,8,9,5,1,8,9,7,7,6,7,9,8,5,6
212,223,11,1,1,1,2,9,9,1,7,8,6,1,8,9,8,8,7,8,8,9,8,7
212,224,12,1,1,1,2,9,6,1,8,9,7,1,10,9,9,9,8,9,8,9,7,7
212,226,13,1,1,1,2,9,6,1,8,9,6,1,8,10,7,8,7,6,8,8,8,7
212,227,14,1,1,1,3,9,6,1,8,9,6,1,7,9,6,9,8,10,9,8,6,6
212,228,15,1,1,1,2,9,5,1,9,9,6,1,8,9,8,8,7,8,10,9,6,5
212,229,16,1,1,1,4,8,6,1,8,8,5,1,6,8,8,9,9,8,9,7,9,8
212,230,17,1,3,1,1,10,7,1,10,10,8,1,9,9,9,8,9,9,10,10,9,9
212,231,18,1,1,1,3,9,6,1,8,9,7,1,7,8,9,9,7,8,10,9,7,8
212,232,19,1,1,0,3,10,7,1,9,9,5,1,9,9,9,9,6,9,9,8,5,6
212,233,1,1,1,1,3,10,6,1,8,10,6,2,9,9,9,9,4,9,9,9,9,7
212,234,2,1,1,0,2,9,7,2,8,9,7,2,9,9,9,8,5,9,10,9,8,6
212,235,3,1,1,1,2,10,8,1,8,9,6,1,9,8,9,8,7,7,10,8,8,7
212,236,4,1,1,0,3,9,7,1,9,10,4,4,8,8,8,8,7,8,10,8,6,6
212,237,5,1,1,1,2,10,9,1,9,9,8,1,8,9,9,9,9,8,10,7,8,7
212,238,6,1,1,1,3,9,7,1,8,9,6,1,9,7,8,8,7,8,9,8,7,6
212,239,7,1,1,1,3,9,6,2,8,8,5,1,6,9,7,8,6,8,7,7,7,7
212,240,8,1,1,0,2,10,4,1,9,9,3,1,8,10,7,9,8,9,10,7,5,5
213,221,8,1,1,1,5,9,5,5,5,5,5,3,10,5,8,6,3,10,5,7,6,3
213,222,9,1,1,1,3,8,7,3,6,7,7,3,5,8,8,7,6,8,6,8,5,6
213,223,10,1,.,1,4,8,8,4,5,7,7,4,5,8,8,6,6,5,8,9,6,7
213,224,11,1,1,1,5,7,6,4,5,10,6,1,6,9,9,9,5,7,9,10,5,6
213,226,12,1,1,1,5,7,5,4,7,9,6,3,6,7,8,9,6,7,9,10,5,7
213,227,13,1,1,1,5,10,8,4,6,7,4,4,7,6,9,8,6,6,7,8,5,6
213,228,14,1,1,1,.,6,6,6,5,6,4,4,8,6,7,6,5,9,6,7,7,2
213,229,15,1,1,1,3,8,5,4,5,10,7,3,5,6,8,7,8,7,10,9,5,7
213,230,16,1,1,1,2,8,8,5,6,10,3,5,6,7,10,9,7,6,9,10,3,8
213,231,17,1,1,1,4,7,5,2,5,10,6,3,7,7,10,10,6,5,10,10,8,7
213,232,18,1,1,1,3,9,6,4,6,10,5,5,4,6,7,5,6,6,9,7,10,6
213,233,19,1,1,1,.,7,7,4,7,10,6,1,5,10,10,7,10,7,8,10,4,6
213,234,1,1,1,1,5,10,5,2,8,7,5,2,7,4,9,9,4,9,8,6,7,5
213,235,2,1,1,1,4,8,5,5,6,9,5,2,7,7,8,8,6,6,8,7,4,5
213,236,3,1,.,0,2,9,5,5,5,9,5,5,6,5,10,8,3,6,8,9,5,5
213,237,4,1,1,1,5,9,7,3,5,7,7,3,5,5,8,7,7,5,7,9,6,7
213,238,5,1,4,1,4,6,6,5,5,8,7,4,6,6,6,6,6,5,7,8,5,6
213,239,6,1,1,1,3,7,6,4,5,9,6,3,6,8,9,9,6,7,8,9,6,7
213,240,7,1,1,1,5,6,7,5,5,8,5,4,6,7,7,10,6,6,7,8,5,5
214,221,7,1,1,1,1,10,1,1,1,7,1,1,1,5,5,6,3,6,6,3,3,1
214,222,8,1,1,1,2,10,1,1,1,10,1,1,1,5,8,8,7,7,10,6,6,5
214,223,9,1,1,1,2,10,3,1,1,10,1,1,1,8,8,7,7,7,10,9,8,8
214,224,10,1,1,1,2,10,1,1,1,10,2,1,1,10,7,7,8,7,7,9,8,8
214,226,11,1,1,1,1,10,4,1,1,10,1,1,1,10,10,10,9,9,10,10,10,10
214,227,12,1,1,1,2,10,1,1,1,10,1,1,1,7,9,8,8,8,9,7,7,7
214,228,13,1,1,1,2,10,4,1,1,9,1,1,1,10,9,9,8,9,9,10,9,9
214,229,14,1,1,1,2,10,1,1,1,8,1,2,1,8,7,8,7,9,8,9,8,8
214,230,15,1,1,1,2,10,1,1,1,10,1,1,1,7,7,9,7,7,7,6,6,6
214,231,16,1,1,1,2,10,1,1,1,8,1,1,1,7,6,7,6,7,7,6,8,6
214,232,17,1,1,1,2,10,1,1,1,8,1,1,1,7,6,6,6,6,6,6,6,5
214,233,18,1,1,1,2,10,3,1,1,10,1,1,1,5,9,8,7,8,9,6,5,5
214,234,19,1,1,1,2,10,7,1,4,10,1,1,1,7,10,9,8,8,10,8,7,5
214,235,1,1,1,1,2,10,1,1,3,10,1,1,3,10,10,8,8,8,10,10,8,8
214,236,2,1,2,1,1,10,1,1,1,7,1,3,1,6,5,5,5,5,5,5,3,2
214,237,3,1,1,1,2,10,1,3,1,10,1,2,1,7,10,8,7,7,10,8,7,5
214,238,4,1,1,1,2,10,1,3,1,9,1,1,1,10,8,10,8,9,10,9,7,7
214,239,5,1,2,1,1,10,1,1,1,10,1,1,1,6,6,9,7,9,8,7,7,5
214,240,6,1,1,1,2,10,1,1,. ,8,1,1, . ,6,6,8,6,8,5,5,3,3
215,221,6,1,1,1,2,8,4,5,7,8,4,3,8,6,7,8,5,7,7,6,4,6
215,222,7,1,1,1,2,7,3,4,7,7,3,4,3,8,8,6,5,4,8,7,4,6
215,223,8,1,1,1,2,8,4,5,6,7,4,4,5,7,6,6,5,5,6,7,6,6
215,224,9,1,1,1,2,7,3,5,6,7,3,4,6,6,5,8,5,7,7,6,5,5
215,226,10,1,1,1,1,8,4,5,7,8,4,5,7,9,8,8,6,7,7,9,6,7
215,227,11,1,1,1,2,8,4,6,6,8,4,5,5,6,7,6,4,7,7,7,6,6
215,228,12,1,1,1,1,8,4,5,5,8,4,5,9,8,8,8,8,6,7,8,7,7
215,229,13,1,1,1,2,8,4,5,6,8,5,5,5,6,7,6,5,5,7,7,7,7
215,230,14,1,1,1,2,8,4,5,6,7,3,3,7,7,7,9,4,8,6,7,6,6
215,231,15,1,1,0,1,8,4,5,5,8,4,8,7,4,8,8,5,5,6,4,4,5
215,232,16,1,1,0,2,8,4,5,5,7,3,5,3,7,7,6,5,5,6,5,3,3
215,233,17,1,1,1,2,8,4,6,6,8,4,5,7,7,7,8,6,7,7,7,6,7
215,234,18,1,1,0,1,8,4,6,6,8,5,3,5,3,9,7,4,5,8,5,4,5
215,235,19,1,1,1,2,8,4,5,6,8,4,5,6,8,5,5,4,4,5,7,5,5
215,236,1,1,1,0,1,8,3,6,7,6,3,5,4,3,9,6,5,4,9,5,5,5
215,237,2,1,1,0,2,8,3,7,6,8,3,6,6,6,7,6,5,5,7,5,5,5
215,238,3,1,1,1,2,8,3,6,6,7,4,5,6,7,7,6,6,5,6,6,5,5
215,239,4,1,.,1,1,7,4,5,5,7,5,5,6,7,7,6,6,6,6,7,5,6
215,240,5,1,1,1,2,7,4,5,6,7,4,5,5,8,8,7,6,7,8,8,6,7
217,221,5,1,3,0,3,10,5,5,8,7,2,8,4,6,6,9,6,8,8,6,6,6
217,222,6,1,1,1,4,9,9,5,9,10,6,7,3,9,9,9,6,7,10,8,8,8
217,223,7,1,1,1,4,9,7,9,7,9,3,8,9,9,9,9,9,9,8,9,4,7
217,224,8,1,1,1,4,8,7,7,9,8,5,8,8,9,8,8,10,9,10,9,8,8
217,226,9,1,1,1,3,9,9,9,9,10,6,6,8,10,10,10,9,10,10,10,9,9
217,227,10,1,1,1,3,9,10,8,9,9,6,7,8,10,10,9,8,8,9,10,9,9
217,228,11,1,1,1,3,10,9,9,9,10,5,7,8,10,9,9,10,10,10,10,9,9
217,229,12,1,1,1,5,9,9,7,9,10,10,7,10,8,9,9,9,8,9,8,8,8
217,230,13,1,1,1,4,10,7,6,7,8,4,8,7,8,9,10,9,9,9,8,5,7
217,231,14,1,1,1,4,8,9,6,8,10,8,8,9,9,10,10,9,10,10,9,6,7
217,232,15,1,1,1,3,10,9,9,10,10,8,7,7,9,9,10,9,9,9,10,9,9
217,233,16,1,2,1,3,10,10,2,9,9,9,6,8,9,9,9,10,10,10,9,7,7
217,234,17,1,1,1,3,9,9,10,9,9,9,9,9,10,10,10,9,10,10,10,9,9
217,235,18,1,2,1,3,9,9,8,8,10,7,7,7,10,9,9,9,9,9,9,6,8
217,236,19,1,1,0,3,9,6,6,6,9,6,7,8,8,9,9,9,9,10,7,6,7
217,237,1,1,1,1,3,10,6,6,9,10,7,7,8,8,10,9,9,8,10,9,8,8
217,238,2,1,1,1,3,10,5,6,8,9,5,5,7,8,9,9,7,8,9,8,8,8
217,239,3,1,1,1,5,9,6,3,9,10,6,6,7,8,9,9,6,8,9,9,9,7
217,240,4,1,1,1,4,10,6,6,9,9,9,8,8,8,8,9,8,8,8,5,5,5
218,221,4,1,3,1,1,10,1,1,10,10,1,1,10,10,10,10,10,10,10,10,10,1
218,222,5,1,1,0,2,9,5,1,7,9,4,3,5,7,9,9,3,7,8,6,2,4
218,223,6,1,1,0,2,9,5,2,7,8,6,6,3,6,8,8,8,9,7,6,6,4
218,224,7,1,1,0,1,9,5,2,2,8,4,2,6,6,8,8,5,8,7,6,4,5
218,226,8,1,1,1,1,9,8,1,9,9,7,2,8,9,8,9,7,8,8,9,9,8.5
218,227,9,1,1,1,1,9,5,2,9,9,5,4,3,6,9,9,6,9,8,6,3,4
218,228,10,1,1,0,1,9,5,1,2,8,6,1,9,7,9,9,7,9,6,7,3,5
218,229,11,1,1,0,1,9,4,3,7,9,5,1,8,4,8,8,7,9,6,6,5,4
218,230,12,1,1,1,4,9,7,1,1,9,5,2,3,9,8,8,8,9,7,9,7,8
218,231,13,1,1,0,1,9,4,2,7,9,3,3,7,6,8,9,5,8,8,5,2,4
218,232,14,1,1,0,2,9,4,4,7,9,3,4,6,8,8,7,3,9,8,5,2,2
218,233,15,1,1,1,2,9,9,1,1,9,2,2,4,9,5,7,7,8,7,6,5,5
218,234,16,1,1,0,1,9,5,1,3,9,2,4,4,7,7,7,3,5,4,4,4,3
218,235,17,1,1,0,2,9,2,3,2,9,3,3,4,8,7,8,4,7,6,7,7,3
218,236,18,1,1,0,1,9,2,4,6,8,2,8,2,6,8,8,2,7,7,3,2,2
218,237,19,1,1,0,2,9,2,3,1,9,4,2,3,6,8,8,7,9,8,5,5,5
218,238,1,1,1,0,1,8,6,2,4,8,5,4,6,7,9,9,5,7,7,7,7,5
218,239,2,1,1,0,1,8,7,2,7,9,5,3,8,7,9,8,5,7,9,8,3,5
218,240,3,1,1,1,2,8,7,2,8,7,6,2,7,8,7,9,8,6,6,8,6,7
219,221,3,1,1,1,1,6,3,6,6,2,3,5,8,3,5,6,3,5,6,3,3,1
219,222,4,1,4,1,1,7,4,7,4,7,6,5,6,3,6,6,6,6,8,4,5,4
219,223,5,1,1,1,3,7,6,5,6,7,6,7,7,7,7,7,8,7,9,7,5,5
219,224,6,1,1,1,4,8,7,4,5,8,7,7,6,6,7,6,9,7,8,7,7,8
219,226,7,1,1,1,4,6,6,5,5,7,7,5,5,7,7,7,7,7,6,6,5,4
219,227,8,1,1,1,3,7,5,7,6,8,6,6,6,6,7,7,6,6,7,5,5,5
219,228,9,1,1,1,3,6,6,6,5,7,5,5,6,7,7,6,6,7,6,6,5,5
219,229,10,1,1,1,2,7,6,5,6,9,6,3,5,5,6,6,8,6,8,6,6,7
219,230,11,1,1,1,3,7,7,5,6,7,6,5,6,8,7,6,6,6,7,7,5,5
219,231,12,1,1,0,2,7,6,5,5,7,7,6,7,6,7,7,7,7,7,6,5,5
219,232,13,1,1,1,2,7,6,5,6,6,7,6,6,7,5,6,3,5,6,4,3,2
219,233,14,1,1,1,2,.,.,.,.,7,7,6,6,7,7,8,8,8,8,7,7,8
219,234,15,1,1,1,2,7,6,7,7,7,7,7,6,6,7,7,7,6,7,7,4,4
219,235,16,1,2,1,2,7,7,7,6,5,6,5,7,9,6,7,7,4,5,7,6,6
219,236,17,1,1,1,3,7,7,7,7,7,8,5,7,6,7,6,8,7,7,6,5,5
219,237,18,1,1,1,2,7,6,5,7,7,6,5,7,6,7,7,7,6,8,6,5,6
219,238,19,1,1,1,2,6,7,5,6,7,6,6,7,8,6,7,7,6,7,6,6,5
219,239,1,1,1,1,4,9,5,4,10,8,5,5,7,6,7,8,7,7,8,6,6,6
219,240,2,1,3,1,1,10,10,10,10,10,10,10,.,10,10,10,10,.,.,10,10,10
220,221,2,1,1,0,5,10,4,6,8,10,6,5,8,6,10,9,8,6,9,9,5,7
220,222,3,1,1,1,5,9,8,7,8,10,8,2,8,7,7,8,9,8,9,10,8,8
220,223,4,1,1,1,5,7,7,8,9,10,9,8,8,8,9,7,7,5,9,.,.,.
220,224,5,1,1,0,4,8,8,6,8,10,4,1,9,4,7,9,9,10,9,10,3,5
220,226,6,1,1,1,5,8,8,9,9,10,7,1,9,10,10,9,9,9,9,10,9,4
220,227,7,1,1,1,5,9,5,6,9,9,4,2,9,8,8,8,9,4,8,10,8,6
220,228,8,1,1,0,5,8,4,5,.,10,5,5,9,7,10,9,6,8,10,10,7,6
220,229,9,1,1,0,3,9,4,6,8,10,7,5,9,5,9,7,7,8,8,10,8,5
220,230,10,1,1,0,5,8,3,6,8,10,3,2,8,6,8,9,8,8,9,10,7,6
220,231,11,1,1,0,5,8,3,6,8,9,3,3,8,6,9,9,9,9,9,10,7,6
220,232,12,1,1,0,5,9,3,3,5,9,3,5,7,6,7,8,6,7,8,8,4,4
220,233,13,1,1,0,5,9,3,6,6,9,6,2,9,5,8,9,7,9,9,9,4,5
220,234,14,1,1,1,5,9,6,6,9,9,6,1,8,8,10,9,8,7,9,10,5,6
220,235,15,1,1,0,5,9,5,6,9,9,6,7,9,6,9,9,9,9,6,9,5,6
220,236,16,1,1,0,3,9,1,6,9,10,6,6,5,4,10,9,5,8,9,6,2,4
220,237,17,1,1,0,5,9,3,4,9,9,6,5,8,4,8,8,8,7,8,7,7,7
220,238,18,1,1,0,5,9,3,3,8,9,6,3,8,7,9,9,7,7,9,10,7,5
220,239,19,1,1,0,5,9,3,7,9,9,4,4,9,5,9,7,5,7,10,8,4,5
220,240,1,1,1,1,5,9,3,7,8,10,4,1,9,8,9,9,7,9,9,7,3,4
221,200,1,1,1,0,1,8,1,4,6,9,1,6,7,4,5,7,2,3,8,3,2,3
221,201,19,1,1,1,3,8,6,5,8,8,5,4,7,8,6,5,7,4,7,7,6,6
221,203,17,0,1,1,4,8,5,3,7,9,5,3,8,6,7,6,8,5,8,7,6,6
221,204,18,1,1,1,5,8,4,5,7,7,5,4,7,5,6,7,8,5,7,6,5,4
221,205,16,0,1,1,6,8,4,6,7,8,4,5,6,6,5,7,8,4,7,6,6,6
221,206,15,1,2,1,6,8,3,4,7,8,6,4,7,5,7,8,8,5,8,6,5,5
221,207,14,1,1,1,2,8,6,4,8,8,6,4,7,7,6,7,8,5,7,7,5,6
221,208,13,1,1,1,1,8,6,4,7,9,5,4,7,9,7,8,7,5,8,9,7,6
221,209,12,1,1,1,2,8,6,3,7,8,6,4,7,8,7,8,8,7,8,8,6,7
221,210,11,1,1,1,4,8,5,4,7,8,5,7,6,8,7,8,5,4,8,7,5,6
221,211,10,1,1,0,1,8,2,5,7,8,2,4,7,4,6,7,4,3,8,4,3,2
221,212,9,1,1,0,1,8,2,4,7,9,3,5,7,4,7,6,7,4,8,4,3,3
221,213,8,1,.,1,6,8,6,7,9,7,5,8,6,8,6,6,5,4,7,5,4,6
221,214,7,1,1,0,1,7,2,5,6,7,3,5,4,5,4,6,3,5,6,3,3,2
221,215,6,1,1,0,6,8,4,6,7,8,6,4,7,4,7,8,6,6,8,6,4,5
221,217,5,1,2,0,1,8,3,2,7,9,3,2,7,5,6,6,7,6,8,5,4,4
221,218,4,1,3,1,1,9,2,4,7,9,2,4,7,6,8,7,8,4,7,7,8,6
221,219,3,1,2,1,3,8,7,5,7,9,3,2,7,8,6,7,7,5,7,7,4,5
221,220,2,1,1,1,3,8,4,5,7,8,3,6,5,7,6,7,4,5,8,6,3,4
222,200,2,1,1,0,1,6,1,2,3,7,2,5,2,3,4,6,1,6,6,2,1,1
222,201,1,1,1,0,3,7,3,2,4,7,4,4,4,7,7,7,6,6,7,7,5,5
222,203,18,1,1,0,2,7,2,2,7,7,3,1,7,5,4,5,8,5,5,6,5,5
222,204,19,1,1,0,3,7,3,2,6,8,3,2,7,6,6,6,6,6,6,6,5,5
222,205,17,1,4,0,2,7,2,1,7,7,6,1,7,5,6,6,6,5,6,5,5,5
222,206,16,1,1,0,2,7,2,2,7,7,2,3,5,5,6,6,6,5,6,5,4,4
222,207,15,1,1,0,5,7,5,2,7,7,5,2,7,7,6,6,8,7,6,7,5,6
222,208,14,1,1,0,3,7,2,2,7,7,3,2,7,7,6,6,5,6,6,6,5,4
222,209,13,1,1,0,2,6,3,2,6,6,1,2,7,6,4,5,5,5,4,5,5,3
222,210,12,1,1,0,2,7,2,2,7,6,2,4,3,6,6,6,5,5,6,5,5,4
222,211,11,1,1,0,1,7,2,2,7,7,4,2,6,3,4,5,5,6,4,5,5,3
222,212,10,1,1,0,1,7,2,2,7,7,5,2,5,4,5,5,5,5,6,5,5,4
222,213,9,1,1,0,2,6,2,2,6,6,4,2,6,6,6,6,7,7,6,5,4,4
222,214,8,1,1,0,1,7,2,2,8,7,3,2,9,4,6,7,5,8,7,5,4,3
222,215,7,1,1,0,1,7,3,2,9,7,2,4,4,4,5,6,4,7,6,5,4,4
222,217,6,1,1,0,1,6,1,2,8,9,8,2,7,4,4,5,6,5,4,3,2,2
222,218,5,1,1,0,2,6,2,3,2,7,5,2,8,5,4,4,5,5,4,4,3,3
222,219,4,1,2,0,2,7,4,2,3,7,5,2,9,5,5,5,4,4,4,5,5,4
222,220,3,1,1,0,2,7,3,2,8,7,2,2,9,7,6,6,4,4,6,6,4,4
223,200,3,1,1,0,1,9,2,4,4,10,9,5,5,1,10,10,5,10,10,1,1,1
223,201,2,1,1,0,1,10,8,7,7,10,10,2,5,7,8,9,10,10,10,6,6,2
223,203,19,1,1,0,1,10,6,2,6,10,7,3,7,2,10,10,8,10,10,2,7,2
223,204,1,1,1,0,1,9,4,3,5,10,9,4,4,2,9,10,7,10,10,2,4,1
223,205,18,1,1,0,1,9,5,2,5,10,7,2,5,3,10,10,9,10,10,2,4,2
223,206,17,1,1,0,1,10,6,2,6,9,4,2,4,3,9,10,9,10,10,2,8,2
223,207,16,1,1,0,1,9,6,2,7,10,10,2,7,4,9,10,8,10,10,2,1,2
223,208,15,1,1,0,1,9,5,9,5,10,10,3,7,7,10,10,7,10,10,2,2,2
223,209,14,1,1,0,1,10,6,3,5,10,10,4,8,3,9,10,7,10,10,2,2,2
223,210,13,1,1,0,1,10,5,2,8,10,8,6,4,4,9,10,6,10,8,2,2,1
223,211,12,1,1,0,1,9,5,3,7,10,6,5,4,2,10,10,5,10,10,2,1,1
223,212,11,1,1,0,1,9,6,3,9,10,10,2,7,2,10,10,6,10,10,3,8,2
223,213,10,1,1,0,1,9,6,5,6,9,8,2,7,6,7,10,5,10,8,2,2,2
223,214,9,1,1,0,1,9,8,3,8,10,9,3,8,2,9,10,6,10,10,2,2,1
223,215,8,1,1,0,1,10,6,3,9,10,8,5,5,1,10,10,8,10,10,2,3,1
223,217,7,1,1,0,1,9,7,4,6,10,10,2,5,2,8,10,8,10,10,2,3,1
223,218,6,1,1,0,1,10,5,3,5,10,9,2,10,7,9,10,9,10,10,3,6,2
223,219,5,1,1,0,1,9,6,5,6,10,10,3,5,2,10,10,7,9,10,2,3,1
223,220,4,1,1,0,1,8,7,4,5,10,9,8,5,3,9,9,5,10,10,2,1,1
224,200,4,1,1,0,1,8,6,2,8,8,6,6,7,4,8,6,6,.,.,7,3,4
224,201,3,1,1,1,1,9,7,2,8,9,5,2,4,9,6,6,5,.,.,8,5,7
224,203,1,1,1,0,2,9,6,2,8,9,4,7,5,6,9,8,8,7,8,8,6,4
224,204,2,1,1,0,.,9,7,4,8,9,7,3,6,7,8,8,8,5,8,9,5,7
224,205,19,1,1,0,1,7,5,4,5,.,.,.,.,5,6,6,6,6,6,5,5,4
224,206,18,1,1,0,2,6,4,5,6,7,4,6,5,6,.,.,.,.,.,6,.,5
224,207,17,1,.,0,.,7,6,4,6,6,5,6,.,7,5,6,.,.,.,6,5,5
224,208,16,1,2,0,1,8,6,6,7,9,.,3,10,.,.,.,.,.,.,.,.,.
224,209,15,1,1,0,2,8,.,.,6,7,5,5,6,7,2,5,5,5,5,6,5,5
224,210,14,1,1,1,2,7,7,3,6,7,5,3,.,.,.,.,.,.,.,.,.,.
224,211,13,1,1,0,2,7,4,5,6,6,4,6,.,6,6,7,5,6,6,5,5,5
224,212,12,1,1,0,1,7,5,3,5,8,5,7,6,6,7,6,6,7,8,6,6,6
224,213,11,1,.,1,.,7,6,7,6,8,6,.,.,.,.,.,.,.,.,.,.,.
224,214,10,1,1,0,2,7,5,7,5,8,4,8,8,7,.,.,.,.,.,.,.,.
224,215,9,1,.,0,2,8,5,3,5,8,5,8,7,6,7,6,5,5,7,7,5,6
224,217,8,1,1,0,.,8,5,3,6,9,6,3,7,6,6,6,6,6,8,8,5,6
