selfid,otherid,Order,Audio,met,willng,timemtch,s_fndly,s_flirt,s_awk,s_assert,o_fndly,o_flirt,o_awk,o_assert,o_attrct,o_sincre,o_intell,o_funny,o_ambits,o_crteos,enjoy,shared,clicked
101,121,1,0,1,1,5,10,6,2,1,10,5,1,1,7,10,10,7,5,10,7,6,7
101,122,2,0,1,1,5,10,5,7,1,10,5,8,1,10,10,10,.,.,.,7,5,6
101,123,3,0,1,0,4,10,4,1,1,10,4,1,1,7,10,10,6,1,10,6,1,5
101,124,4,0,1,1,2,10,7,1,1,10,6,1,1,10,10,10,9,1,1,9,7,8
101,125,5,0,1,1,5,10,8,1,1,10,7,1,1,9,9,9,9,1,10,9,6,7
101,126,6,0,1,0,2,10,4,1,1,10,6,1,1,6,10,10,9,1,10,4,3,3
101,127,7,0,1,1,5,10,8,3,1,10,7,4,1,8,10,10,10,1,10,7,8,7
101,128,8,0,1,0,2,10,4,7,1,10,5,6,1,7,10,10,10,1,10,6,7,4
101,129,9,0,1,0,4,10,5,7,1,.,.,.,.,.,.,.,.,.,.,5,5,5
101,130,10,0,1,0,2,10,4,7,1,10,3,8,1,6,9,10,10,1,10,4,3,3
101,131,11,0,1,1,3,10,7,2,1,10,7,2,1,8,10,10,10,1,10,7,6,6
101,132,12,0,1,0,3,10,4,9,1,10,4,10,8,8,8,10,10,.,.,4,3,1
101,133,13,0,1,0,2,10,3,5,1,10,2,7,1,7,10,10,10,1,1,5,4,4
101,134,14,0,1,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,4
101,135,15,0,1,0,1,10,5,1,1,10,5,1,1,5,10,10,10,1,10,4,1,1
101,136,16,0,1,1,1,10,8,1,1,10,7,1,1,10,10,10,.,.,.,10,8,8
101,137,17,0,1,1,4,10,8,1,1,10,6,1,1,8,10,10,10,1,10,8,5,7
101,138,18,0,1,0,2,10,2,1,1,10,1,1,1,6,10,10,10,1,1,4,1,1
101,139,19,0,1,0,4,10,5,1,1,10,5,1,1,7,10,10,10,1,10,6,1,1
102,121,19,1,3,1,1,10,5,1,5,10,5,1,.,7,7,7,10,7,7,10,10,10
102,122,1,1,1,0,2,10,4,4,7,10,5,.,8,5,7,8,7,7,6,3,3,3
102,123,2,1,1,1,3,10,5,3,5,8,3,3,6,.,.,.,.,.,.,.,.,.
102,124,3,1,.,1,5,10,5,3,5,10,.,.,.,.,.,.,.,.,.,.,.,.
102,125,4,1,2,0,1,10,3,3,5,.,.,.,.,.,.,.,.,.,.,.,.,.
102,126,5,1,1,0,1,10,1,3,5,10,10,.,.,.,.,.,.,.,.,.,.,.
102,127,6,1,1,0,1,10,1,3,6,10,6,3,6,5,.,.,.,.,.,.,.,.
102,128,7,1,2,0,5,10,3,3,6,.,.,.,.,.,.,.,.,.,.,.,.,.
102,129,8,1,2,1,4,10,7,5,7,10,5,2,4,8,6,7,8,7,7,7,6,6
102,130,9,1,2,0,1,10,1,3,8,.,.,.,.,.,.,.,.,.,.,.,.,.
102,131,10,1,1,1,4,10,5,3,7,8,5,1,7,7,8,7,5,7,7,7,5,7
102,132,11,1,1,0,5,10,6,3,6,10,10,1,8,8,6,7,9,7,7,8,5,5
102,133,12,1,1,0,2,10,1,3,8,10,5,4,5,5,5,8,8,8,8,5,9,3
102,134,13,1,1,0,2,10,1,1,6,10,6,3,8,5,.,.,.,.,.,.,.,.
102,135,14,1,3,0,1,10,1,1,6,10,1,1,6,3,8,8,8,8,8,8,8,5
102,136,15,1,1,1,3,10,5,1,7,10,6,1,8,7,7,7,5,6,7,8,7,7
102,137,16,1,2,0,2,10,1,4,7,10,7,1,7,5,7,5,6,5,8,6,6,4
102,138,17,1,1,0,2,10,4,1,6,7,5,3,5,5,9,8,5,7,7,5,3,1
102,139,18,1,1,1,6,10,6,3,6,10,3,5,3,7,9,8,5,5,9,7,5,6
103,121,18,0,2,0,1,10,1,3,5,10,3,1,6,2,8,8,8,5,8,4,3,3
103,122,19,0,1,0,2,10,2,2,8,9,2,5,8,3,8,8,6,8,9,5,5,4
103,123,1,0,1,0,3,9,3,2,7,9,3,7,3,6,8,9,6,9,9,8,4,3
103,124,2,0,1,1,5,10,5,3,8,10,2,6,6,8,9,7,3,5,9,8,6,6
103,125,3,0,1,0,1,10,2,3,9,10,3,9,3,3,9,7,3,3,9,5,5,2
103,126,4,0,1,0,1,10,1,3,8,10,2,6,6,2,8,9,7,8,9,5,4,2
103,127,5,0,1,0,1,10,1,7,9,9,1,9,5,1,8,9,3,8,9,1,3,1
103,128,6,0,1,0,2,10,1,2,7,10,2,2,8,5,8,8,3,5,9,5,5,5
103,129,7,0,2,0,1,10,1,1,7,10,1,1,7,4,9,9,10,5,9,7,4,5
103,130,8,0,1,0,2,10,2,3,9,7,1,4,2,6,5,5,3,5,5,3,3,2
103,131,9,0,1,0,5,10,4,3,8,10,3,2,7,5,9,9,7,8,8,7,4,5
103,132,10,0,1,0,4,10,6,2,7,10,8,2,8,5,9,8,9,6,9,7,4,7
103,133,11,0,1,0,1,10,2,3,10,9,1,9,2,3,8,9,3,4,8,2,4,1
103,134,12,0,1,0,5,10,3,3,10,10,3,7,8,6,9,7,4,6,9,6,3,5
103,135,13,0,1,0,1,10,1,2,8,10,2,5,7,1,10,7,4,4,9,3,4,2
103,136,14,0,1,1,4,10,6,2,9,10,5,2,8,8,8,8,6,8,5,7,7,7
103,137,15,0,2,0,3,10,2,2,5,10,5,2,10,4,8,6,8,5,5,7,5,5
103,138,16,0,1,0,1,9,2,5,8,9,2,10,7,2,9,9,7,8,9,2,3,2
103,139,17,0,1,0,2,10,1,4,9,10,1,7,5,4,8,8,4,5,9,5,4,3
104,121,17,1,1,0,3,6,7,1,10,6,7,8,8,6,7,8,7,9,8,8,8,8
104,122,18,1,1,0,1,7,6,5,9,8,9,9,6,6,7,7,6,6,6,5,6,4
104,123,19,1,1,1,3,8,8,4,9,8,8,8,8,9,8,9,9,9,9,9,9,10
104,124,1,1,1,1,6,9,3,8,1,10,2,3,2,9,10,9,9,8,9,9,7,3
104,125,2,1,1,1,5,10,1,6,4,7,5,7,6,5,4,5,5,4,3,4,3,4
104,126,3,1,.,0,2,6,5,7,5,6,7,5,6,6,4,5,.,4,6,4,4,5
104,127,4,1,1,1,2,10,7,4,3,9,7,7,6,9,8,8,8,7,8,6,6,6
104,128,5,1,1,1,1,10,9,10,9,9,9,9,9,9,8,9,9,9,9,8,8,8
104,129,6,1,1,0,2,6,6,6,6,5,5,5,5,4,4,3,3,3,3,3,3,2
104,130,7,1,1,1,1,4,4,4,4,2,2,2,2,3,3,3,3,3,3,5,5,5
104,131,8,1,1,1,2,9,9,9,10,8,9,9,9,10,8,8,9,10,10,10,8,8
104,132,9,1,1,1,2,7,8,7,4,7,7,7,7,9,8,8,8,8,8,2,2,7
104,133,10,1,1,0,1,7,7,5,8,7,7,6,6,3,2,.,2,3,2,1,1,1
104,134,11,1,1,1,2,10,10,6,7,10,8,7,6,10,10,10,9,8,9,9,9,9
104,135,12,1,1,0,1,10,1,2,6,7,7,7,7,3,4,5,5,5,5,2,2,2
104,136,13,1,1,1,4,7,7,7,5,9,10,6,7,9,8,9,9,9,9,9,9,9
104,137,14,1,1,1,1,10,10,9,8,9,8,7,8,8,9,9,8,8,8,10,10,9
104,138,15,1,1,1,3,10,9,7,9,8,8,6,8,8,7,8,7,8,7,8,6,9
104,139,16,1,1,1,5,8,8,5,8,7,5,8,7,8,8,8,7,5,9,9,9,8
105,121,16,1,1,1,3,10,5,4,5,9,4,3,10,7,8,8,6,4,9,9,8,9
105,122,17,1,1,1,1,10,9,8,6,10,7,2,10,10,8,10,9,10,10,10,10,9
105,123,18,1,.,1,2,10,6,1,8,10,9,1,8,8,9,7,9,8,10,9,9,9
105,124,19,1,1,1,1,10,9,2,8,10,9,4,6,10,10,10,9,10,10,10,10,10
105,125,1,1,1,1,3,10,5,4,8,10,6,2,8,8,9,8,6,4,7,8,5,5
105,126,2,1,3,1,1,10,1,1,10,10,1,1,10,7,10,9,10,9,10,10,10,10
105,127,3,1,1,1,2,10,5,4,6,9,5,4,8,7,9,9,8,7,8,6,7,6
105,128,4,1,1,1,1,10,8,3,5,9,6,1,8,10,9,9,9,7,8,10,8,8
105,129,5,1,1,1,2,10,6,5,4,9,8,4,9,10,7,7,5,6,9,10,8,5
105,130,6,1,1,1,2,9,3,1,5,9,2,3,4,5,7,9,4,6,.,8,4,6
105,131,7,1,1,1,1,10,9,3,7,9,7,1,10,10,9,9,10,10,10,10,9,9
105,132,8,1,1,1,3,10,4,2,7,10,5,1,7,7,10,8,10,9,10,10,9,7
105,133,9,1,1,1,2,9,9,8,2,7,4,8,5,10,9,10,10,9,9,9,10,8
105,134,10,1,1,1,3,10,3,2,7,7,4,3,6,7,5,7,5,7,8,7,4,4
105,135,11,1,1,1,4,10,1,1,7,10,1,1,7,3,10,8,9,6,8,10,9,3
105,136,12,1,1,1,1,10,10,3,8,10,8,1,4,10,10,10,9,10,10,10,10,9
105,137,13,1,1,1,4,10,3,1,7,10,5,1,4,6,8,7,6,8,10,8,5,7
105,138,14,1,1,1,1,10,9,3,7,10,4,6,8,9,7,10,8,8,10,10,9,9
105,139,15,1,2,1,1,10,8,3,3,8,7,6,3,9,9,10,8,7,10,10,9,9
106,121,15,1,1,0,4,8,3,4,5,9,2,5,6,4,8,7,6,6,.,.,.,.
106,122,16,1,4,0,1,8,1,1,4,7,1,1,5,.,.,.,.,.,.,.,.,.
106,123,17,1,1,1,2,7,2,5,6,6,2,4,5,6,5,6,5,7,7,6,4,5
106,124,18,1,1,0,5,7,3,3,5,5,2,4,5,5,6,7,4,7,7,5,3,3
106,125,19,1,1,0,4,7,1,3,5,7,1,3,5,5,7,7,3,2,6,4,3,4
106,126,1,1,1,0,1,7,2,6,4,7,2,3,5,2,7,8,6,6,7,6,6,3
106,127,2,1,1,0,1,8,1,5,6,8,1,4,4,3,7,7,5,5,6,5,7,4
106,128,3,1,1,1,2,7,2,4,5,8,1,2,6,6,7,8,6,6,8,6,4,4
106,129,4,1,1,0,4,7,2,5,5,9,2,3,5,5,8,7,7,5,6,6,6,6
106,130,5,1,1,1,4,7,2,2,6,7,3,5,5,5,5,7,6,6,8,6,4,4
106,131,6,1,1,1,1,8,2,3,5,8,2,3,6,8,6,6,7,8,7,7,3,4
106,132,7,1,1,1,3,8,3,4,5,10,5,1,8,5,6,7,10,5,6,9,3,3
106,133,8,1,1,0,2,6,2,8,4,6,5,6,5,6,6,7,4,5,6,4,5,3
106,134,9,1,1,0,4,8,1,5,6,7,2,4,5,6,5,5,4,5,6,5,3,3
106,135,10,1,1,0,1,8,1,5,5,9,2,3,5,1,7,7,7,6,6,5,4,3
106,136,11,1,1,1,1,7,2,3,5,8,3,2,6,8,6,7,7,7,7,7,5,6
106,137,12,1,1,1,4,8,3,3,5,9,2,3,7,5,7,7,9,7,6,7,5,4
106,138,13,1,2,1,1,7,2,3,4,6,1,1,4,7,7,9,4,6,7,5,6,4
106,139,14,1,2,0,1,6,2,3,4,8,5,5,5,5,5,.,.,.,.,.,.,.
107,121,14,1,2,0,2,7,2,3,5,7,3,4,5,6,6,6,5,6,6,5,4,4
107,122,15,1,1,0,3,7,2,4,6,6,2,4,4,6,5,6,4,5,6,4,3,3
107,123,16,1,1,0,3,7,4,3,5,6,6,5,5,7,5,6,3,6,6,4,4,3
107,124,17,1,1,0,4,7,2,4,5,7,2,5,4,8,7,7,3,5,3,4,4,3
107,125,18,1,1,0,2,7,2,4,5,6,2,5,4,5,6,4,4,5,6,4,4,3
107,126,19,1,1,0,5,7,2,5,5,6,2,4,6,6,5,6,3,5,4,4,3,3
107,127,1,1,1,1,3,5,3,6,5,5,3,6,4,6,7,7,4,6,7,5,9,5
107,128,2,1,1,0,3,6,3,5,4,6,4,4,6,7,6,7,4,7,6,5,5,4
107,129,3,1,1,1,3,6,3,5,5,6,3,3,5,6,5,6,4,5,5,6,7,5
107,130,4,1,1,1,4,6,3,5,5,6,3,4,6,8,5,5,4,6,5,6,4,5
107,131,5,1,1,1,3,6,3,6,5,6,2,5,5,8,7,7,5,6,5,6,6,6
107,132,6,1,2,1,3,6,2,6,5,7,3,4,7,6,5,7,7,7,6,6,5,5
107,133,7,1,1,0,2,6,2,5,5,6,2,4,5,6,6,6,3,6,5,4,4,3
107,134,8,1,1,0,3,6,3,5,5,6,4,4,5,8,6,6,4,6,6,5,4,4
107,135,9,1,1,0,3,6,2,5,5,5,2,4,4,5,6,5,3,5,6,4,5,3
107,136,10,1,1,1,3,6,3,5,5,6,3,3,5,8,6,7,6,6,7,6,5,6
107,137,11,1,2,0,3,6,2,4,5,6,2,4,5,6,6,7,3,6,7,5,5,4
107,138,12,1,1,1,5,7,2,4,6,7,3,4,6,6,6,5,4,5,5,5,4,4
107,139,13,1,1,0,2,6,2,4,5,6,2,4,4,6,6,6,3,5,6,4,4,3
108,121,13,1,2,1,5,10,1,1,.,10,1,1,.,5,6,6,6,6,6,5,6,5
108,122,14,1,1,0,4,9,1,1,4,9,.,.,4,4,5,5,5,5,5,5,5,5
108,123,15,1,1,1,4,10,1,2,1,10,1,2,1,4,5,6,6,6,6,6,5,5
108,124,16,1,1,1,4,10,1,1,4,10,1,1,4,7,7,7,6,7,8,6,6,6
108,125,17,1,1,0,4,10,1,1,1,10,1,1,1,4,5,5,4,6,5,4,3,2
108,126,18,1,2,0,4,8,1,2,5,9,1,1,5,4,6,7,6,7,6,5,4,4
108,127,19,1,1,0,5,9,1,1,4,9,1,2,4,4,5,6,5,5,5,5,4,3
108,128,1,1,1,1,5,9,1,1,4,9,1,1,3,6,7,8,6,8,7,7,3,4
108,129,2,1,1,1,5,8,1,2,4,8,1,1,4,6,7,7,6,7,8,6,3,3
108,130,3,1,1,1,6,7,1,2,1,7,1,3,1,6,8,6,3,5,4,4,5,4
108,131,4,1,1,1,4,10,1,1,5,10,1,1,5,6,7,8,7,8,6,6,5,6
108,132,5,1,.,1,5,9,2,1,5,9,2,1,5,4,5,5,5,5,5,6,5,4
108,133,6,1,1,0,.,7,1,1,3,7,1,1,3,4,5,7,5,7,5,4,4,3
108,134,7,1,1,1,2,10,1,1,5,10,2,1,5,10,8,8,7,8,9,9,8,8
108,135,8,1,1,0,.,10,1,1,5,10,1,1,5,3,6,5,5,6,7,5,4,3
108,136,9,1,1,1,.,10,2,1,5,10,2,1,5,8,7,7,7,7,8,8,9,8
108,137,10,1,1,0,4,10,1,1,3,10,1,1,3,4,7,6,6,5,8,5,4,4
108,138,11,1,1,.,4,9,2,2,5,9,2,2,4,4,5,6,5,6,7,5,4,4
108,139,12,1,2,0,4,10,1,1,5,10,1,1,5,4,5,6,5,6,7,2,.,.
109,121,12,1,1,0,3,7,3,3,7,7,3,3,7,6,7,7,7,7,7,5,5,5
109,122,13,1,1,1,2,7,3,3,7,7,4,4,7,8,7,8,8,6,7,6,6,6
109,123,14,1,1,0,3,5,4,4,5,7,3,3,7,7,7,8,7,8,7,7,7,7
109,124,15,1,.,1,3,7,3,3,7,7,2,2,5,8,7,8,8,8,8,7,7,7
109,125,16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
109,126,17,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
109,127,18,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
109,128,19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
109,129,1,1,1,1,2,7,7,5,5,7,5,5,8,7,7,7,7,7,7,7,5,5
109,130,2,1,1,0,3,7,2,2,7,7,2,2,5,6,6,7,5,8,8,7,7,3
109,131,3,1,.,1,3,5,7,7,7,8,6,6,8,7,5,7,5,9,9,4,5,.
109,132,4,1,.,0,.,7,3,3,7,7,5,3,3,5,7,7,7,7,7,6,6,6
109,133,5,1,.,0,2,7,3,3,7,7,3,3,7,7,7,7,7,7,7,6,6,6
109,134,6,1,1,0,4,7,3,3,7,9,9,3,9,8,8,8,8,8,8,6,6,6
109,135,7,1,1,0,1,7,3,3,7,7,3,3,7,4,7,7,7,7,7,6,6,6
109,136,8,1,1,1,2,5,3,3,7,7,3,3,7,8,7,7,7,7,7,5,5,5
109,137,9,1,1,0,3,7,4,4,7,7,4,4,7,6,7,7,7,7,7,7,7,7
109,138,10,1,1,1,3,7,3,3,7,7,3,3,7,6,7,7,7,7,7,5,5,5
109,139,11,1,1,0,3,7,3,3,7,7,2,2,5,6,7,7,7,7,7,7,7,7
110,121,11,1,1,1,2,7,7,3,3,7,7,3,3,7,7,7,7,7,7,7,7,7
110,122,12,1,.,1,2,8,8,3,3,8,8,3,3,8,8,8,8,8,8,7,7,7
110,123,13,1,1,1,2,8,8,3,3,8,8,3,3,7,7,7,7,7,7,8,8,8
110,124,14,1,.,1,3,8,8,3,3,8,8,3,3,8,8,8,8,8,8,8,8,8
110,125,15,1,1,1,.,7,7,4,4,7,7,4,4,6,6,6,6,6,6,7,7,7
110,126,16,1,.,0,3,8,8,3,3,8,8,3,3,6,6,6,6,6,6,6,6,7
110,127,17,1,1,0,3,7,7,4,4,7,7,4,4,6,6,6,6,6,6,6,6,6
110,128,18,1,.,0,2,6,6,5,5,6,6,5,5,6,6,6,6,6,6,6,6,6
110,129,19,1,1,0,2,8,8,3,3,8,8,3,3,7,7,7,7,7,7,7,7,7
110,130,1,1,1,1,2,8,8,3,5,9,9,1,2,8,8,8,6,6,8,8,8,9
110,131,2,1,1,1,2,8,8,6,5,8,8,5,4,8,8,8,4,8,8,7,7,7
110,132,3,1,1,1,2,8,8,6,6,8,8,6,6,8,8,8,8,8,8,8,8,7
110,133,4,1,1,1,2,8,8,7,6,8,8,6,1,6,9,8,5,7,7,8,8,7
110,134,5,1,1,0,.,7,7,7,7,7,7,3,4,5,4,5,5,5,5,6,6,5
110,135,6,1,1,1,.,8,8,4,4,8,8,3,3,2,10,6,5,7,6,7,6,6
110,136,7,1,1,1,2,8,8,6,3,8,8,3,2,8,8,8,8,8,8,8,8,8
110,137,8,1,.,1,3,8,8,5,5,8,8,4,4,7,7,7,7,7,8,8,8,8
110,138,9,1,.,1,3,8,8,4,4,7,7,6,6,7,7,7,7,7,7,7,7,6
110,139,10,1,1,1,2,8,8,4,4,8,5,6,.,6,7,7,7,7,7,7,7,7
111,121,10,1,1,1,2,8,2,2,2,8,2,2,2,8,8,8,8,4,8,7,4,6
111,122,11,1,1,1,4,8,2,2,2,8,2,2,2,8,7,9,5,2,8,7,2,4
111,123,12,1,1,0,3,8,2,2,2,8,2,2,2,8,8,8,5,7,8,8,5,3
111,124,13,1,1,1,4,8,2,5,6,8,2,2,2,8,7,7,6,2,8,7,7,3
111,125,14,1,1,0,3,8,2,2,2,8,2,2,2,5,7,7,6,2,7,4,3,2
111,126,15,1,1,0,2,8,2,2,2,8,2,2,2,4,7,8,7,2,8,4,3,2
111,127,16,1,1,1,2,8,2,2,2,8,2,2,2,8,8,8,8,2,8,9,6,6
111,128,17,1,1,1,4,8,2,8,2,8,2,2,2,7,7,7,6,2,8,6,2,3
111,129,18,1,1,1,4,8,2,7,2,8,2,2,2,7,8,7,7,2,8,7,5,3
111,130,19,1,1,1,2,8,2,2,2,8,2,2,8,7,8,6,2,6,8,6,7,2
111,131,1,1,3,1,1,8,8,2,5,8,7,2,5,9,8,8,8,5,8,8,8,5
111,132,2,1,1,1,3,9,1,5,6,9,5,2,8,6,10,8,5,5,9,8,4,5
111,133,3,1,1,0,3,8,2,7,6,6,2,9,6,6,8,8,3,5,9,6,8,2
111,134,4,1,1,1,3,8,5,5,8,9,7,2,2,8,8,8,8,8,8,8,8,5
111,135,5,1,1,0,2,9,5,2,6,8,1,8,8,4,8,6,3,3,8,5,7,3
111,136,6,1,2,1,1,8,2,5,8,8,2,2,2,8,8,8,4,3,8,7,4,4
111,137,7,1,1,1,3,8,3,2,2,8,2,2,2,6,8,8,8,7,8,7,5,4
111,138,8,1,1,0,2,8,2,2,2,8,2,2,2,6,8,6,4,5,7,5,3,2
111,139,9,1,1,1,3,8,2,2,2,8,2,2,2,8,8,7,6,4,7,8,3,6
112,121,9,1,1,1,2,7,8,2,7,7,7,2,8,4,6,7,9,6,9,7,4,5
112,122,10,1,1,1,2,7,5,2,4,7,5,2,8,7,8,8,7,8,7,5,6,4
112,123,11,1,1,1,2,7,5,6,4,7,4,2,8,5,6,3,3,6,4,4,5,4
112,124,12,1,1,1,2,7,8,4,7,7,4,2,7,8,6,7,7,9,8,8,8,6
112,125,13,1,1,1,2,7,5,4,6,7,4,4,5,5,7,5,5,6,7,5,6,5
112,126,14,1,1,1,2,7,7,3,7,7,7,3,6,6,6,6,6,6,6,6,6,6
112,127,15,1,1,1,2,7,7,4,6,7,7,3,8,7,7,7,8,8,6,6,6,5
112,128,16,1,1,1,2,6,5,6,6,6,6,7,6,6,7,5,5,5,5,6,2,4
112,129,17,1,1,1,2,7,5,4,6,7,4,5,7,5,7,6,5,7,7,5,4,4
112,130,18,1,1,1,2,6,5,7,5,7,2,8,4,5,6,5,2,4,6,3,3,3
112,131,19,1,1,1,2,6,7,3,6,7,6,2,7,8,7,8,7,7,7,6,7,7
112,132,1,1,1,1,2,7,4,2,2,7,3,3,9,6,6,8,6,6,6,6,6,6
112,133,2,1,1,1,2,8,4,2,5,9,4,2,4,8,5,7,5,4,7,8,9,5
112,134,3,1,1,1,2,7,7,5,7,6,3,5,8,5,4,5,4,4,3,5,4,4
112,135,4,1,1,1,2,7,5,6,5,7,5,3,6,6,6,6,6,6,6,6,5,5
112,136,5,1,1,1,2,7,5,3,2,6,4,3,9,7,6,8,5,7,6,6,6,6
112,137,6,1,1,1,2,8,9,3,3,8,5,3,10,7,5,7,8,6,7,7,8,5
112,138,7,1,1,1,2,6,4,7,2,6,4,8,1,4,6,7,5,8,9,6,8,6
112,139,8,1,1,1,2,6,4,3,7,7,3,7,3,7,7,7,4,5,9,6,3,4
113,121,8,1,1,0,2,9,6,7,5,9,6,4,8,6,8,8,7,7,8,7,7,6
113,122,9,1,.,1,.,9,5,7,6,9,5,6,6,7,8,8,8,7,7,7,6,5
113,123,10,1,1,1,3,9,6,6,6,9,5,3,9,8,8,9,8,9,8,8,7,7
113,124,11,1,1,1,2,9,5,7,5,9,5,7,8,8,8,8,8,8,7,8,8,6
113,125,12,1,1,0,2,9,5,7,6,9,8,6,7,7,8,8,8,8,8,7,6,5
113,126,13,1,1,0,2,9,6,7,7,9,7,7,8,5,8,8,8,7,8,7,6,6
113,127,14,1,1,0,3,9,5,5,6,9,6,6,6,6,8,8,7,7,7,7,7,7
113,128,15,1,1,1,3,9,6,6,7,9,6,6,7,7,7,8,7,7,7,7,7,6
113,129,16,1,1,1,4,9,5,6,6,9,5,5,8,7,7,8,8,7,7,7,6,7
113,130,17,1,2,0,3,9,5,6,7,8,5,5,7,7,7,7,7,7,7,7,7,7
113,131,18,1,1,1,3,9,7,6,6,9,6,6,6,7,8,8,7,7,7,7,8,7
113,132,19,1,1,1,3,9,7,6,7,10,6,5,6,8,8,8,9,7,8,9,7,6
113,133,1,1,1,1,3,10,2,5,4,9,2,4,5,7,8,8,7,5,7,7,3,5
113,134,2,1,1,1,4,9,3,5,3,9,3,5,4,7,8,7,7,6,8,7,5,6
113,135,3,1,2,0,2,9,3,6,4,9,5,4,5,4,9,8,7,7,8,7,6,6
113,136,4,1,1,1,3,9,5,4,4,9,6,5,5,8,8,8,8,8,8,8,7,7
113,137,5,1,1,1,3,9,5,7,6,9,5,3,6,8,8,8,8,7,8,7,8,7
113,138,6,1,1,1,3,9,4,6,4,9,5,6,7,7,8,8,7,7,7,7,7,6
113,139,7,1,1,1,2,9,5,5,6,8,5,7,4,7,7,8,7,6,8,7,6,6
114,121,7,1,.,0,3,10,9,8,5,10,4,3,4,4,6,8,2,8,8,6,8,4
114,122,8,1,.,1,4,10,9,7,4,10,6,4,8,8,8,10,4,7,8,8,5,5
114,123,9,1,1,1,5,10,10,7,5,10,7,7,8,9,8,10,6,9,8,9,8,7
114,124,10,1,1,1,3,10,8,7,6,10,5,4,3,9,8,10,4,6,9,10,8,5
114,125,11,1,1,1,3,9,4,8,4,7,3,5,7,4,5,8,1,6,8,7,5,2
114,126,12,1,1,1,5,10,9,2,4,10,8,2,1,3,8,9,3,5,8,8,6,6
114,127,13,1,.,0,.,10,4,1,3,10,2,2,2,4,8,10,2,6,9,9,7,3
114,128,14,1,1,1,4,10,8,8,4,10,5,4,3,7,5,9,5,6,4,7,5,4
114,129,15,1,.,1,5,10,4,3,3,10,3,3,2,4,8,8,2,6,5,7,6,6
114,130,16,1,1,1,4,10,5,7,4,10,3,3,3,5,7,8,1,3,4,7,9,5
114,131,17,1,1,1,4,10,9,6,4,10,4,4,4,7,2,8,2,5,3,6,5,4
114,132,18,1,2,1,1,10,9,5,4,10,10,3,5,9,8,10,6,8,7,10,7,7
114,133,19,1,1,1,3,9,5,5,4,8,5,4,3,6,6,8,2,7,8,8,5,4
114,134,1,1,1,1,6,10,4,7,5,8,2,2,8,7,3,5,2,8,5,8,5,3
114,135,2,1,1,1,6,10,8,3,6,10,4,4,3,3,8,8,9,5,6,9,9,7
114,136,3,1,1,1,4,10,9,4,5,10,4,3,5,8,7,8,4,9,6,9,6,5
114,137,4,1,1,1,3,10,9,6,4,10,7,8,6,7,4,8,6,9,5,8,6,5
114,138,5,1,1,1,2,10,9,7,4,10,5,3,7,9,8,9,5,4,5,8,5,4
114,139,6,1,1,1,4,10,10,5,4,10,7,4,3,8,9,10,5,6,10,9,7,7
115,121,6,1,1,0,1,7,3,2,7,7,2,1,8,4,8,8,7,6,7,7,4,4
115,122,7,1,1,0,2,7,2,4,5,7,3,6,4,4,6,7,4,6,6,4,4,4
115,123,8,1,1,0,1,7,2,2,5,6,4,3,6,4,7,8,7,7,6,5,4,4
115,124,9,1,1,1,1,8,7,2,7,8,5,1,7,9,8,9,7,7,6,8,7,7
115,125,10,1,1,0,1,7,2,3,5,4,2,5,3,3,7,6,2,5,5,4,5,4
115,126,11,1,1,0,1,9,2,2,7,9,2,2,9,4,9,9,10,8,6,7,7,6
115,127,12,1,1,1,2,8,5,2,7,8,6,2,6,8,7,8,7,7,7,8,8,7
115,128,13,1,1,0,3,5,4,2,5,7,2,1,6,7,6,7,5,5,5,6,5,5
115,129,14,1,1,0,2,7,4,2,6,7,3,2,9,5,8,8,8,8,7,6,4,5
115,130,15,1,1,0,4,5,5,2,5,7,5,3,4,6,6,5,5,5,5,5,6,5
115,131,16,1,1,0,2,6,3,3,6,7,2,3,9,7,7,9,7,10,5,4,4,5
115,132,17,1,1,0,2,8,3,3,6,10,3,2,7,6,7,9,9,7,6,5,4,5
115,133,18,1,1,0,2,5,3,2,5,5,2,4,5,6,5,7,4,6,5,4,6,5
115,134,19,1,1,0,1,6,2,4,5,6,2,7,5,5,5,5,5,5,4,4,3,3
115,135,1,1,1,0,1,7,3,1,6,8,3,5,4,4,8,7,6,4,6,5,6,5
115,136,2,1,1,0,3,7,4,2,7,7,4,2,8,7,7,7,6,7,6,7,7,7
115,137,3,1,1,1,2,8,3,2,6,9,5,1,7,4,9,9,9,7,7,9,8,5
115,138,4,1,1,0,2,6,2,2,6,6,2,3,3,8,5,5,4,3,4,5,4,4
115,139,5,1,1,1,3,7,5,2,7,7,6,6,5,5,5,4,6,5,4,8,8,8
116,121,5,1,1,0,2,3,2,7,3,7,6,3,4,3,7,5,7,5,6,5,5,6
116,122,6,1,1,0,2,3,1,9,4,3,1,10,3,2,4,4,2,5,3,2,2,1
116,123,7,1,1,1,2,4,2,7,4,7,4,5,9,5,6,7,5,6,6,7,6,7
116,124,8,1,1,1,2,4,1,7,5,4,4,2,6,7,6,5,6,5,6,7,5,7
